MAC,Timestamp,Lin_Acc_X,Lin_Acc_Y,Lin_Acc_Z,Roll,Pitch
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:12:700,-84.35,-9.85,10.56,0.75,1.4
08:B6:1F:75:ED:80,2025:03:18 14:37:12:700,-12.63,4.08,-2.29,1.06,-1.22
08:D1:F9:DC:8F:80,2025:03:18 14:37:12:700,-8.22,-1.01,1.08,-2.39,-1.39
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:12:800,-50.3,-3.08,4.19,0.63,1.47
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:12:800,-42.78,-7.32,1.29,1.4,1.4
08:B6:1F:75:ED:80,2025:03:18 14:37:12:800,-9.84,3.4,-2.3,0.98,-1.18
08:D1:F9:DC:8F:80,2025:03:18 14:37:12:800,-17.67,-1.62,1.82,-2.41,-1.43
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:12:900,-124.92,-11.76,-53.4,2.92,1.16
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:12:900,-58.7,-4.85,4.01,0.88,1.46
08:B6:1F:75:ED:80,2025:03:18 14:37:12:900,-1.54,0.47,-0.39,0.89,-1.19
08:D1:F9:DC:8F:80,2025:03:18 14:37:12:900,-13.17,-1.55,1.19,-2.22,-1.42
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:13:000,-88.93,-15.11,-33.83,2.72,1.18
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:13:000,-65.84,2.87,8.85,-0.31,1.43
08:B6:1F:75:ED:80,2025:03:18 14:37:13:000,-7.64,2.34,-1.81,0.91,-1.2
08:D1:F9:DC:8F:80,2025:03:18 14:37:13:000,-20.6,-1.85,1.95,-2.38,-1.44
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:13:100,-54.94,-8.07,-15.48,2.66,1.26
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:13:100,-95.07,-9.78,27.89,0.34,1.27
08:B6:1F:75:ED:80,2025:03:18 14:37:13:100,-3.35,1.01,-0.74,0.94,-1.21
08:D1:F9:DC:8F:80,2025:03:18 14:37:13:100,-5.34,-0.47,0.58,-2.46,-1.43
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:13:200,-231.06,-98.53,-57.15,2.1,1.11
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:13:200,-51.6,-8.54,11.54,0.64,1.3
08:B6:1F:75:ED:80,2025:03:18 14:37:13:200,-11.92,3.91,-2.64,0.98,-1.19
08:D1:F9:DC:8F:80,2025:03:18 14:37:13:200,-18.43,-1.5,2.09,-2.52,-1.43
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:13:300,36.14,21.47,26.0,2.45,0.82
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:13:300,-55.67,-7.95,15.96,0.46,1.26
08:B6:1F:75:ED:80,2025:03:18 14:37:13:300,-8.24,2.62,-1.69,1.0,-1.21
08:D1:F9:DC:8F:80,2025:03:18 14:37:13:300,-25.6,-1.51,3.4,-2.72,-1.43
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:13:400,-30.69,-10.46,-19.22,2.64,0.95
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:13:400,-30.4,3.7,3.11,-0.87,1.41
08:B6:1F:75:ED:80,2025:03:18 14:37:13:400,-6.03,1.81,-1.2,0.98,-1.23
08:D1:F9:DC:8F:80,2025:03:18 14:37:13:400,-16.69,-1.79,2.22,-2.46,-1.4
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:13:500,-58.51,-16.12,-49.44,2.83,0.84
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:13:500,78.09,-5.54,5.45,-2.35,1.47
08:B6:1F:75:ED:80,2025:03:18 14:37:13:500,-7.83,2.04,-1.39,0.97,-1.27
08:D1:F9:DC:8F:80,2025:03:18 14:37:13:500,-12.53,-1.88,1.56,-2.27,-1.38
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:13:600,-1.56,-0.5,-0.84,2.6,1.01
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:13:600,99.93,12.77,-0.34,1.54,1.44
08:B6:1F:75:ED:80,2025:03:18 14:37:13:600,-13.4,3.14,-2.2,0.96,-1.29
08:D1:F9:DC:8F:80,2025:03:18 14:37:13:600,-21.72,-3.91,2.54,-2.15,-1.36
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:13:700,-45.54,3.24,8.8,-0.35,1.37
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:13:700,26.67,3.19,-2.5,0.91,1.42
08:B6:1F:75:ED:80,2025:03:18 14:37:13:700,-19.58,3.91,-2.74,0.96,-1.33
08:D1:F9:DC:8F:80,2025:03:18 14:37:13:700,-4.83,-1.09,0.58,-2.06,-1.32
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:13:800,-20.24,5.07,-0.49,-1.67,1.32
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:13:800,-39.62,-1.77,5.54,0.31,1.42
08:B6:1F:75:ED:80,2025:03:18 14:37:13:800,0.27,-0.04,0.03,0.89,-1.4
08:D1:F9:DC:8F:80,2025:03:18 14:37:13:800,-2.73,-0.68,0.33,-2.02,-1.3
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:13:900,-82.41,9.66,-27.84,-2.81,1.23
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:13:900,-183.5,60.12,48.66,-0.89,1.17
08:B6:1F:75:ED:80,2025:03:18 14:37:13:900,8.32,-0.76,0.67,0.84,-1.45
08:D1:F9:DC:8F:80,2025:03:18 14:37:13:900,-18.11,-4.08,2.31,-2.09,-1.32
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:14:000,-50.89,2.47,10.28,-0.24,1.37
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:14:000,-17.05,-1.86,2.59,0.62,1.39
08:B6:1F:75:ED:80,2025:03:18 14:37:14:000,-3.42,0.38,-0.29,0.91,-1.43
08:D1:F9:DC:8F:80,2025:03:18 14:37:14:000,-17.58,-4.25,2.8,-2.15,-1.29
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:14:100,-9.47,0.15,0.89,-0.17,1.48
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:14:100,20.65,3.43,1.59,2.0,1.39
08:B6:1F:75:ED:80,2025:03:18 14:37:14:100,-6.69,0.72,-0.38,1.08,-1.45
08:D1:F9:DC:8F:80,2025:03:18 14:37:14:100,-12.57,-3.44,2.4,-2.18,-1.25
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:14:200,-20.37,1.11,-3.18,-2.8,1.41
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:14:200,-3.89,-0.25,0.34,0.63,1.46
08:B6:1F:75:ED:80,2025:03:18 14:37:14:200,-8.6,0.92,-0.34,1.22,-1.46
08:D1:F9:DC:8F:80,2025:03:18 14:37:14:200,-4.82,-1.49,0.79,-2.05,-1.23
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:14:300,-12.53,0.88,-2.28,-2.77,1.38
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:14:300,-15.92,-0.43,1.53,0.27,1.47
08:B6:1F:75:ED:80,2025:03:18 14:37:14:300,-5.14,0.5,-0.07,1.43,-1.47
08:D1:F9:DC:8F:80,2025:03:18 14:37:14:300,-7.35,-2.46,1.35,-2.07,-1.21
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:14:400,29.71,-3.9,-1.21,-1.27,1.43
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:14:400,-22.76,0.11,3.03,-0.04,1.44
08:B6:1F:75:ED:80,2025:03:18 14:37:14:400,4.43,-0.42,0.04,1.48,-1.48
08:D1:F9:DC:8F:80,2025:03:18 14:37:14:400,-17.23,-5.49,3.31,-2.11,-1.21
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:14:500,14.11,-2.05,1.37,-2.16,1.4
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:14:500,-70.7,4.02,11.58,-0.33,1.4
08:B6:1F:75:ED:80,2025:03:18 14:37:14:500,-7.16,0.7,-0.07,1.47,-1.47

CC:7B:5C:AF:BD:F4,2025:03:18 14:37:37:800,-26.52,-50.57,-64.63,2.48,0.31
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:37:800,-21.9,-0.9,1.01,0.73,1.51
08:B6:1F:75:ED:80,2025:03:18 14:37:37:800,-19.03,2.32,-1.65,0.95,-1.42
08:D1:F9:DC:8F:80,2025:03:18 14:37:37:800,-15.52,-3.67,2.38,-2.15,-1.3
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:37:900,-72.1,-87.51,-134.48,2.56,0.42
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:37:900,-17.57,-0.48,0.35,0.95,1.54
08:B6:1F:75:ED:80,2025:03:18 14:37:37:900,-11.17,1.4,-1.03,0.94,-1.42
08:D1:F9:DC:8F:80,2025:03:18 14:37:37:900,-13.45,-3.34,2.02,-2.11,-1.29
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:38:000,-66.15,-43.52,-93.81,2.71,0.57
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:38:000,-0.46,-0.01,0.01,0.76,1.54
08:B6:1F:75:ED:80,2025:03:18 14:37:38:000,-3.81,0.51,-0.36,0.95,-1.41
08:D1:F9:DC:8F:80,2025:03:18 14:37:38:000,-18.36,-4.62,2.79,-2.11,-1.28
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:38:100,-49.39,-17.12,-53.93,2.83,0.72
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:38:100,-24.4,-0.45,0.52,0.71,1.54
08:B6:1F:75:ED:80,2025:03:18 14:37:38:100,-6.57,0.83,-0.56,0.98,-1.42
08:D1:F9:DC:8F:80,2025:03:18 14:37:38:100,-12.99,-3.19,1.95,-2.12,-1.29
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:38:200,-2.09,-0.3,-1.7,2.97,0.88
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:38:200,-15.02,0.09,0.01,-1.41,1.56
08:B6:1F:75:ED:80,2025:03:18 14:37:38:200,-7.78,0.92,-0.64,0.96,-1.43
08:D1:F9:DC:8F:80,2025:03:18 14:37:38:200,-16.82,-4.27,2.57,-2.11,-1.28
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:38:300,-8.65,-0.43,-6.76,3.08,0.91
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:38:300,-13.36,0.11,0.34,-0.3,1.54
08:B6:1F:75:ED:80,2025:03:18 14:37:38:300,-5.04,0.59,-0.41,0.96,-1.43
08:D1:F9:DC:8F:80,2025:03:18 14:37:38:300,-17.87,-4.73,2.8,-2.11,-1.27
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:38:400,9.57,0.09,6.19,3.13,1.0
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:38:400,-20.43,0.9,1.1,-0.69,1.5
08:B6:1F:75:ED:80,2025:03:18 14:37:38:400,-9.15,1.1,-0.54,1.11,-1.44
08:D1:F9:DC:8F:80,2025:03:18 14:37:38:400,-14.76,-4.4,2.31,-2.05,-1.25
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:38:500,-6.89,0.23,-3.97,-3.08,1.05
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:38:500,-14.0,0.5,0.73,-0.6,1.51
08:B6:1F:75:ED:80,2025:03:18 14:37:38:500,-13.31,1.72,-0.42,1.33,-1.44
08:D1:F9:DC:8F:80,2025:03:18 14:37:38:500,-8.05,-2.68,1.28,-2.02,-1.22
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:38:600,-18.55,0.78,-9.6,-3.06,1.09
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:38:600,-6.16,-0.07,0.49,0.15,1.49
08:B6:1F:75:ED:80,2025:03:18 14:37:38:600,-13.83,1.87,-0.25,1.44,-1.44
08:D1:F9:DC:8F:80,2025:03:18 14:37:38:600,-13.35,-4.75,2.27,-2.02,-1.2
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:38:700,-54.44,1.67,-28.06,-3.08,1.09
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:38:700,-135.76,-3.12,14.3,0.22,1.46
08:B6:1F:75:ED:80,2025:03:18 14:37:38:700,-4.14,0.55,0.03,1.63,-1.44
08:D1:F9:DC:8F:80,2025:03:18 14:37:38:700,-14.31,-5.02,2.76,-2.07,-1.19
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:38:800,-28.78,0.44,-15.35,-3.11,1.08
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:38:800,0.81,-0.03,-0.1,-0.27,1.44
08:B6:1F:75:ED:80,2025:03:18 14:37:38:800,-9.95,1.27,0.1,1.65,-1.44
08:D1:F9:DC:8F:80,2025:03:18 14:37:38:800,-14.85,-5.13,3.14,-2.12,-1.19
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:38:900,-48.82,0.62,-24.44,-3.12,1.11
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:38:900,-14.85,0.34,-0.51,-2.56,1.53
08:B6:1F:75:ED:80,2025:03:18 14:37:38:900,-8.5,1.03,0.2,1.76,-1.45
08:D1:F9:DC:8F:80,2025:03:18 14:37:38:900,-14.72,-5.08,3.05,-2.11,-1.19
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:39:000,-70.74,1.84,-36.14,-3.09,1.1
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:39:000,11.2,-0.65,-1.69,-0.37,1.41
08:B6:1F:75:ED:80,2025:03:18 14:37:39:000,-6.88,0.75,0.13,1.74,-1.46
08:D1:F9:DC:8F:80,2025:03:18 14:37:39:000,-10.9,-4.07,2.11,-2.05,-1.17
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:39:100,-79.95,2.3,-39.77,-3.08,1.11
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:39:100,-50.73,1.8,5.64,-0.31,1.45
08:B6:1F:75:ED:80,2025:03:18 14:37:39:100,-5.85,0.59,0.07,1.69,-1.47
08:D1:F9:DC:8F:80,2025:03:18 14:37:39:100,-8.02,-2.8,1.43,-2.04,-1.2
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:39:200,35.4,-0.04,16.9,-3.14,1.13
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:39:200,133.99,-0.47,-10.4,-0.04,1.49
08:B6:1F:75:ED:80,2025:03:18 14:37:39:200,-1.53,0.14,-0.01,1.49,-1.48
08:D1:F9:DC:8F:80,2025:03:18 14:37:39:200,-12.11,-4.13,1.99,-2.02,-1.21
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:39:300,-31.6,1.65,-16.33,-3.04,1.09
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:39:300,-18.67,0.4,0.55,-0.63,1.53
08:B6:1F:75:ED:80,2025:03:18 14:37:39:300,-11.42,1.08,-0.2,1.39,-1.48
08:D1:F9:DC:8F:80,2025:03:18 14:37:39:300,-25.09,-7.67,4.23,-2.07,-1.23
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:39:400,55.1,-4.35,29.56,-3.0,1.07
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:39:400,-4.17,-0.05,-0.68,3.07,1.41
08:B6:1F:75:ED:80,2025:03:18 14:37:39:400,-0.1,0.01,-0.0,1.25,-1.46
08:D1:F9:DC:8F:80,2025:03:18 14:37:39:400,-27.05,-7.75,4.55,-2.1,-1.25
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:39:500,-42.19,2.55,-24.13,-3.04,1.05
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:39:500,-86.5,2.56,6.79,-0.36,1.49
08:B6:1F:75:ED:80,2025:03:18 14:37:39:500,-10.08,1.05,-0.35,1.25,-1.46
08:D1:F9:DC:8F:80,2025:03:18 14:37:39:500,-3.42,-1.11,0.51,-2.0,-1.23
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:39:600,-14.79,1.19,-8.29,-3.0,1.06
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:39:600,56.51,-5.78,1.39,-1.81,1.47
08:B6:1F:75:ED:80,2025:03:18 14:37:39:600,-18.68,2.11,-0.84,1.19,-1.45
08:D1:F9:DC:8F:80,2025:03:18 14:37:39:600,-18.69,-5.64,2.94,-2.05,-1.24
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:39:700,10.0,-0.44,5.92,-3.07,1.04
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:39:700,103.86,0.7,-1.62,0.4,1.55
08:B6:1F:75:ED:80,2025:03:18 14:37:39:700,-3.76,0.3,0.02,1.63,-1.49
08:D1:F9:DC:8F:80,2025:03:18 14:37:39:700,-12.29,-3.75,1.8,-2.02,-1.24

B0:B2:1C:8F:6B:C4,2025:03:18 14:37:44:800,98.3,20.25,-15.95,0.9,1.31
08:B6:1F:75:ED:80,2025:03:18 14:37:44:800,-22.82,9.09,-5.47,1.03,-1.14
08:D1:F9:DC:8F:80,2025:03:18 14:37:44:800,32.12,-1.86,-4.69,2.76,-1.41
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:44:900,-477.9,-138.77,-179.95,2.48,1.13
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:44:900,-363.07,-56.69,41.03,0.94,1.38
08:B6:1F:75:ED:80,2025:03:18 14:37:44:900,19.46,-12.83,5.99,1.13,-0.94
08:D1:F9:DC:8F:80,2025:03:18 14:37:44:900,-12.34,3.88,0.97,1.82,-1.26
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:45:000,-201.65,-17.4,-18.07,2.38,1.45
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:45:000,-264.78,-13.92,34.6,0.38,1.43
08:B6:1F:75:ED:80,2025:03:18 14:37:45:000,13.78,-6.42,5.45,0.87,-1.02
08:D1:F9:DC:8F:80,2025:03:18 14:37:45:000,-30.84,2.93,3.87,2.49,-1.41
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:45:100,287.04,116.79,6.74,1.63,1.18
B0:B2:1C:8F:6B:C4,2025:03:18 14:37:45:100,233.64,-27.95,-41.77,-0.59,1.36
08:B6:1F:75:ED:80,2025:03:18 14:37:45:100,-38.16,9.48,-10.75,0.72,-1.21
08:D1:F9:DC:8F:80,2025:03:18 14:37:45:100,4.39,0.38,-0.65,-2.62,-1.4
CC:7B:5C:AF:BD:F4,2025:03:18 14:37:45:200,-52.93,-30.61,-18.88,2.12,0.97
