MAC,Timestamp,Lin_Acc_X,Lin_Acc_Y,Lin_Acc_Z,Roll,Pitch
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:37:900,37.24,-7.92,6.72,-2.27,1.3
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:37:900,54.4,6.68,-3.6,1.08,1.43
08:B6:1F:75:ED:80,2025:03:18 17:30:37:900,-8.19,2.46,-0.61,1.33,-1.27
08:D1:F9:DC:8F:80,2025:03:18 17:30:37:900,-7.06,-0.01,0.31,-3.12,-1.53
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:38:000,88.01,-21.41,20.8,-2.34,1.24
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:38:000,106.43,10.43,-4.31,1.18,1.47
08:B6:1F:75:ED:80,2025:03:18 17:30:38:000,-27.38,9.54,-2.67,1.3,-1.22
08:D1:F9:DC:8F:80,2025:03:18 17:30:38:000,-28.85,3.2,0.33,1.67,-1.46
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:38:100,136.64,-20.55,29.1,-2.53,1.32
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:38:100,135.45,5.49,-5.18,0.81,1.52
08:B6:1F:75:ED:80,2025:03:18 17:30:38:100,-27.66,13.33,-4.65,1.24,-1.1
08:D1:F9:DC:8F:80,2025:03:18 17:30:38:100,265.62,-14.45,-45.26,2.83,-1.39
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:38:200,-26.6,6.47,-9.84,-2.56,1.15
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:38:200,48.14,-1.6,-9.61,-0.17,1.37
08:B6:1F:75:ED:80,2025:03:18 17:30:38:200,-24.25,15.05,-11.49,0.92,-0.91
08:D1:F9:DC:8F:80,2025:03:18 17:30:38:200,710.15,13.2,-440.2,-3.11,-1.02
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:38:300,-399.71,375.0,-340.87,-2.31,0.67
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:38:300,-706.24,-4.59,115.97,0.04,1.41
08:B6:1F:75:ED:80,2025:03:18 17:30:38:300,-24.44,15.29,-13.04,0.86,-0.88
08:D1:F9:DC:8F:80,2025:03:18 17:30:38:300,153.92,264.2,-395.14,-2.55,-0.31
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:38:400,-114.95,-711.47,-1808.08,2.77,0.06
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:38:400,-1059.56,-154.4,-97.93,2.14,1.4
08:B6:1F:75:ED:80,2025:03:18 17:30:38:400,124.06,-209.76,122.34,1.04,-0.47
08:D1:F9:DC:8F:80,2025:03:18 17:30:38:400,-129.69,17.19,74.41,2.91,-1.04
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:38:500,-804.33,-175.49,-597.57,2.86,0.91
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:38:500,80.99,23.41,35.07,2.55,1.09
08:B6:1F:75:ED:80,2025:03:18 17:30:38:500,655.02,387.16,-236.82,-2.12,-0.96
08:D1:F9:DC:8F:80,2025:03:18 17:30:38:500,916.6,-283.16,543.25,0.48,-0.98
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:38:600,139.3,-21.24,515.4,0.04,-0.26
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:38:600,267.26,494.77,-134.31,1.31,0.48
08:B6:1F:75:ED:80,2025:03:18 17:30:38:600,502.9,-260.66,398.55,0.58,-0.81
08:D1:F9:DC:8F:80,2025:03:18 17:30:38:600,-35.4,451.7,180.28,-1.19,0.07
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:38:700,159.99,-21.62,567.89,-3.1,0.27
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:38:700,144.68,-91.72,-191.75,-0.45,0.6
08:B6:1F:75:ED:80,2025:03:18 17:30:38:700,967.97,-254.38,1152.86,0.22,-0.69
08:D1:F9:DC:8F:80,2025:03:18 17:30:38:700,3446.65,-344.34,2314.43,0.15,-0.97
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:38:800,213.65,-271.83,-944.89,2.86,-0.21
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:38:800,-236.78,522.24,853.83,-0.55,0.23
08:B6:1F:75:ED:80,2025:03:18 17:30:38:800,-12.87,1.5,-21.1,0.07,-0.55
08:D1:F9:DC:8F:80,2025:03:18 17:30:38:800,-67.62,48.21,-50.8,0.76,-0.77
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:38:900,-4.87,-25.34,-84.55,2.85,0.06
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:38:900,-97.69,108.35,191.12,-0.52,0.42
08:B6:1F:75:ED:80,2025:03:18 17:30:38:900,180.81,37.94,650.99,-0.06,-0.27
08:D1:F9:DC:8F:80,2025:03:18 17:30:38:900,19.15,-2.1,5.5,0.37,-1.27
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:39:000,-12.02,-24.46,-117.05,2.94,0.1
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:39:000,0.46,-0.46,-0.59,-0.67,0.56
08:B6:1F:75:ED:80,2025:03:18 17:30:39:000,50.53,36.81,138.52,-0.26,-0.34
08:D1:F9:DC:8F:80,2025:03:18 17:30:39:000,-18.56,-0.44,0.34,-2.23,-1.54
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:39:100,2.83,17.97,65.07,2.87,0.04
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:39:100,27.58,-20.13,-38.68,-0.48,0.56
08:B6:1F:75:ED:80,2025:03:18 17:30:39:100,-126.78,45.53,-166.58,0.27,-0.63
08:D1:F9:DC:8F:80,2025:03:18 17:30:39:100,-79.14,12.81,-0.35,1.54,-1.41
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:39:200,4.79,-17.2,-60.24,2.86,-0.08
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:39:200,53.58,-33.17,-53.22,-0.56,0.71
08:B6:1F:75:ED:80,2025:03:18 17:30:39:200,-101.61,-17.96,-71.71,-0.25,-0.94
08:D1:F9:DC:8F:80,2025:03:18 17:30:39:200,-85.48,15.74,5.53,1.91,-1.38
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:39:300,13.05,-17.89,-75.97,2.91,-0.17
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:39:300,1.05,-0.55,-0.84,-0.58,0.81
08:B6:1F:75:ED:80,2025:03:18 17:30:39:300,-67.88,-10.51,-46.76,-0.22,-0.96
08:D1:F9:DC:8F:80,2025:03:18 17:30:39:300,-38.89,7.21,-1.07,1.42,-1.39
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:39:400,9.01,-11.55,-52.64,2.93,-0.17
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:39:400,-32.17,14.87,24.08,-0.55,0.85

B0:B2:1C:8F:6B:C4,2025:03:18 17:30:47:000,-219.42,-27.95,15.43,1.07,1.43
08:B6:1F:75:ED:80,2025:03:18 17:30:47:000,8.34,-3.5,2.76,0.9,-1.08
08:D1:F9:DC:8F:80,2025:03:18 17:30:47:000,-20.18,2.51,0.98,1.94,-1.44
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:47:100,72.91,-5.61,41.74,-3.01,1.05
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:47:100,169.71,9.84,-5.94,1.03,1.5
08:B6:1F:75:ED:80,2025:03:18 17:30:47:100,-8.41,1.8,-1.74,0.8,-1.28
08:D1:F9:DC:8F:80,2025:03:18 17:30:47:100,8.5,0.34,-0.5,-2.55,-1.5
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:47:200,171.84,-16.4,84.14,-2.95,1.11
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:47:200,222.54,30.18,-11.9,1.2,1.43
08:B6:1F:75:ED:80,2025:03:18 17:30:47:200,-23.91,6.71,-5.12,0.92,-1.23
08:D1:F9:DC:8F:80,2025:03:18 17:30:47:200,-16.48,0.45,0.79,2.62,-1.52
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:47:300,-40.16,6.17,-15.46,-2.76,1.18
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:47:300,-86.3,-16.71,8.03,1.12,1.36
08:B6:1F:75:ED:80,2025:03:18 17:30:47:300,26.65,-13.67,7.62,1.06,-1.04
08:D1:F9:DC:8F:80,2025:03:18 17:30:47:300,-33.76,6.15,0.39,1.63,-1.39
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:47:400,-180.4,29.34,-84.67,-2.81,1.11
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:47:400,-265.11,-35.88,-3.38,1.66,1.44
08:B6:1F:75:ED:80,2025:03:18 17:30:47:400,3.35,-1.64,0.95,1.04,-1.06
08:D1:F9:DC:8F:80,2025:03:18 17:30:47:400,-15.43,1.56,0.49,1.87,-1.47
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:47:500,7.24,-1.12,4.42,-2.89,1.01
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:47:500,50.15,6.25,-7.65,0.68,1.38
08:B6:1F:75:ED:80,2025:03:18 17:30:47:500,-19.33,6.69,-4.76,0.95,-1.17
08:D1:F9:DC:8F:80,2025:03:18 17:30:47:500,-7.42,0.15,0.39,2.77,-1.51
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:47:600,53.56,-4.96,26.14,-2.95,1.11
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:47:600,44.24,8.42,-3.6,1.17,1.37
08:B6:1F:75:ED:80,2025:03:18 17:30:47:600,-5.11,1.84,-1.21,0.99,-1.16
08:D1:F9:DC:8F:80,2025:03:18 17:30:47:600,-13.03,0.85,0.54,2.14,-1.49
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:47:700,-65.85,-10.03,6.33,1.01,1.39
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:47:700,-41.65,5.15,-19.83,-2.89,1.11
08:B6:1F:75:ED:80,2025:03:18 17:30:47:700,-1.46,0.63,-0.38,1.03,-1.11
08:D1:F9:DC:8F:80,2025:03:18 17:30:47:700,-12.41,1.2,0.54,2.0,-1.47
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:47:800,-18.45,2.52,-9.55,-2.88,1.08
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:47:800,-2.14,-0.32,0.18,1.05,1.4
08:B6:1F:75:ED:80,2025:03:18 17:30:47:800,-11.23,4.41,-2.89,0.99,-1.13
08:D1:F9:DC:8F:80,2025:03:18 17:30:47:800,-13.21,0.87,0.75,2.28,-1.48
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:47:900,2.46,-0.32,1.23,-2.89,1.09
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:47:900,2.69,0.39,-0.16,1.18,1.41
08:B6:1F:75:ED:80,2025:03:18 17:30:47:900,-6.5,2.69,-1.66,1.02,-1.12
08:D1:F9:DC:8F:80,2025:03:18 17:30:47:900,-3.23,0.27,0.16,2.1,-1.47
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:48:000,-19.81,2.7,-9.83,-2.87,1.1
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:48:000,-11.61,-1.64,0.88,1.08,1.41
08:B6:1F:75:ED:80,2025:03:18 17:30:48:000,-3.21,1.33,-0.89,0.98,-1.11
08:D1:F9:DC:8F:80,2025:03:18 17:30:48:000,-28.05,2.49,1.28,2.04,-1.47
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:48:100,25.27,-3.06,12.34,-2.9,1.1
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:48:100,14.8,1.88,-0.74,1.19,1.44
08:B6:1F:75:ED:80,2025:03:18 17:30:48:100,-15.76,6.42,-3.72,1.05,-1.13
08:D1:F9:DC:8F:80,2025:03:18 17:30:48:100,4.94,-0.4,-0.17,1.97,-1.48
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:48:200,70.11,-7.93,36.39,-2.93,1.08
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:48:200,62.9,6.76,-1.76,1.32,1.46
08:B6:1F:75:ED:80,2025:03:18 17:30:48:200,-7.53,3.08,-1.85,1.03,-1.13
08:D1:F9:DC:8F:80,2025:03:18 17:30:48:200,21.28,-2.9,-0.32,1.68,-1.43
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:48:300,77.98,-6.78,38.27,-2.97,1.11
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:48:300,46.24,4.0,-2.98,0.93,1.46
08:B6:1F:75:ED:80,2025:03:18 17:30:48:300,-38.26,19.27,-9.89,1.1,-1.06
08:D1:F9:DC:8F:80,2025:03:18 17:30:48:300,230.52,-15.22,-12.02,2.24,-1.49
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:48:400,79.62,-4.31,48.18,-3.05,1.02
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:48:400,116.4,11.75,-13.48,0.72,1.42
08:B6:1F:75:ED:80,2025:03:18 17:30:48:400,-33.05,20.43,-10.53,1.09,-0.96
08:D1:F9:DC:8F:80,2025:03:18 17:30:48:400,551.46,16.18,-103.17,-2.99,-1.38
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:48:500,-10.06,1.85,-12.04,-2.99,0.69
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:48:500,-14.32,-1.87,2.16,0.71,1.37
08:B6:1F:75:ED:80,2025:03:18 17:30:48:500,-2.47,1.9,-1.74,0.83,-0.76
08:D1:F9:DC:8F:80,2025:03:18 17:30:48:500,306.31,457.66,-388.02,-2.27,-0.47
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:48:600,-58.59,-200.45,-1036.69,2.95,0.06
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:48:600,-737.99,-90.44,-25.17,1.84,1.44
08:B6:1F:75:ED:80,2025:03:18 17:30:48:600,84.88,-52.83,27.73,1.09,-0.96
08:D1:F9:DC:8F:80,2025:03:18 17:30:48:600,457.53,340.0,-307.38,-2.31,-0.78
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:48:700,-866.98,-1128.88,-2688.24,2.74,0.29
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:48:700,-1024.92,-178.4,-106.33,2.11,1.37
08:B6:1F:75:ED:80,2025:03:18 17:30:48:700,231.46,-318.71,151.34,1.13,-0.58
08:D1:F9:DC:8F:80,2025:03:18 17:30:48:700,-335.4,182.22,-9.88,1.52,-1.07
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:48:800,30.69,16.35,-23.15,0.61,0.83
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:48:800,-76.1,-9.31,-56.53,2.98,0.93
08:B6:1F:75:ED:80,2025:03:18 17:30:48:800,821.41,469.3,-755.15,-2.59,-0.75
08:D1:F9:DC:8F:80,2025:03:18 17:30:48:800,871.53,-473.19,187.87,1.19,-1.04
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:48:900,-23.27,2.87,-59.6,0.05,-0.37
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:48:900,177.41,699.05,-82.09,1.45,0.25
08:B6:1F:75:ED:80,2025:03:18 17:30:48:900,687.43,-8.84,-37.58,-0.23,1.51
08:D1:F9:DC:8F:80,2025:03:18 17:30:48:900,21.33,-14.36,109.48,0.13,-0.19
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:49:000,-20.97,-47.69,-159.45,2.85,0.13
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:49:000,72.62,-14.62,-19.94,-0.63,1.24
08:B6:1F:75:ED:80,2025:03:18 17:30:49:000,578.62,-81.82,762.35,0.11,-0.65
08:D1:F9:DC:8F:80,2025:03:18 17:30:49:000,4678.62,2291.9,317.22,-1.43,-1.11

08:D1:F9:DC:8F:80,2025:03:18 17:30:59:500,-78.17,11.41,2.06,1.75,-1.42
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:59:600,-362.48,71.65,-127.29,-2.63,1.19
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:59:600,-488.32,-8.19,-172.67,3.09,1.23
08:B6:1F:75:ED:80,2025:03:18 17:30:59:600,18.29,-12.94,3.1,1.34,-0.94
08:D1:F9:DC:8F:80,2025:03:18 17:30:59:600,20.39,-7.57,1.36,1.39,-1.21
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:59:700,-393.58,97.65,-135.69,-2.52,1.17
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:59:700,-445.65,40.88,-31.59,-2.23,1.46
08:B6:1F:75:ED:80,2025:03:18 17:30:59:700,13.34,-6.56,3.0,1.14,-1.08
08:D1:F9:DC:8F:80,2025:03:18 17:30:59:700,0.32,-0.05,-0.0,1.61,-1.42
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:59:800,114.62,-23.7,57.61,-2.75,1.07
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:59:800,140.26,-11.92,-19.21,-0.56,1.41
08:B6:1F:75:ED:80,2025:03:18 17:30:59:800,-40.69,13.73,-4.79,1.24,-1.23
08:D1:F9:DC:8F:80,2025:03:18 17:30:59:800,-16.13,0.02,0.67,3.12,-1.53
CC:7B:5C:AF:BD:F4,2025:03:18 17:30:59:900,140.71,-26.42,59.44,-2.72,1.14
B0:B2:1C:8F:6B:C4,2025:03:18 17:30:59:900,92.71,12.56,9.66,2.23,1.4
08:B6:1F:75:ED:80,2025:03:18 17:30:59:900,-8.77,3.93,-1.55,1.19,-1.12
08:D1:F9:DC:8F:80,2025:03:18 17:30:59:900,-14.35,1.61,0.41,1.82,-1.46
CC:7B:5C:AF:BD:F4,2025:03:18 17:31:00:000,-97.19,18.55,-31.93,-2.62,1.21
B0:B2:1C:8F:6B:C4,2025:03:18 17:31:00:000,-167.47,-2.77,-31.6,3.05,1.38
08:B6:1F:75:ED:80,2025:03:18 17:31:00:000,-9.32,4.59,-1.71,1.21,-1.09
08:D1:F9:DC:8F:80,2025:03:18 17:31:00:000,-14.64,2.23,0.66,1.86,-1.41
CC:7B:5C:AF:BD:F4,2025:03:18 17:31:00:100,-13.32,2.46,-6.5,-2.78,1.09
B0:B2:1C:8F:6B:C4,2025:03:18 17:31:00:100,-56.32,0.53,-1.33,-2.76,1.55
08:B6:1F:75:ED:80,2025:03:18 17:31:00:100,-20.11,8.88,-3.06,1.24,-1.13
08:D1:F9:DC:8F:80,2025:03:18 17:31:00:100,-24.26,1.75,1.17,2.16,-1.48
CC:7B:5C:AF:BD:F4,2025:03:18 17:31:00:200,7.76,-1.15,4.08,-2.87,1.07
B0:B2:1C:8F:6B:C4,2025:03:18 17:31:00:200,6.58,0.62,0.05,1.66,1.48
08:B6:1F:75:ED:80,2025:03:18 17:31:00:200,-17.36,7.39,-2.46,1.25,-1.15
08:D1:F9:DC:8F:80,2025:03:18 17:31:00:200,8.48,-0.71,-0.01,1.58,-1.49
CC:7B:5C:AF:BD:F4,2025:03:18 17:31:00:300,59.04,-9.73,28.63,-2.81,1.1
B0:B2:1C:8F:6B:C4,2025:03:18 17:31:00:300,28.65,2.22,-0.77,1.24,1.49
08:B6:1F:75:ED:80,2025:03:18 17:31:00:300,-22.4,9.16,-2.59,1.29,-1.17
08:D1:F9:DC:8F:80,2025:03:18 17:31:00:300,-0.7,0.09,-0.01,1.49,-1.44
CC:7B:5C:AF:BD:F4,2025:03:18 17:31:00:400,37.56,-5.3,19.41,-2.88,1.08
B0:B2:1C:8F:6B:C4,2025:03:18 17:31:00:400,56.91,2.72,2.48,2.31,1.51
08:B6:1F:75:ED:80,2025:03:18 17:31:00:400,-27.32,13.94,-3.37,1.33,-1.09
08:D1:F9:DC:8F:80,2025:03:18 17:31:00:400,189.64,-12.66,-17.95,2.53,-1.46
CC:7B:5C:AF:BD:F4,2025:03:18 17:31:00:500,69.26,-2.85,38.73,-3.07,1.06
B0:B2:1C:8F:6B:C4,2025:03:18 17:31:00:500,108.54,-7.57,0.98,-1.7,1.5
08:B6:1F:75:ED:80,2025:03:18 17:31:00:500,-74.91,46.64,-24.94,1.08,-0.96
08:D1:F9:DC:8F:80,2025:03:18 17:31:00:500,954.04,193.42,-267.77,-2.52,-1.24
CC:7B:5C:AF:BD:F4,2025:03:18 17:31:00:600,-57.0,15.69,-81.96,-2.95,0.6
B0:B2:1C:8F:6B:C4,2025:03:18 17:31:00:600,37.38,0.52,-8.07,0.06,1.36
08:B6:1F:75:ED:80,2025:03:18 17:31:00:600,-32.27,26.15,-19.65,0.93,-0.78
08:D1:F9:DC:8F:80,2025:03:18 17:31:00:600,112.06,504.02,-733.34,-2.54,-0.13
CC:7B:5C:AF:BD:F4,2025:03:18 17:31:00:700,-84.27,-870.55,-1621.83,2.65,0.05
B0:B2:1C:8F:6B:C4,2025:03:18 17:31:00:700,-596.49,27.69,-31.81,-2.43,1.5
08:B6:1F:75:ED:80,2025:03:18 17:31:00:700,130.41,-139.9,135.35,0.8,-0.59
08:D1:F9:DC:8F:80,2025:03:18 17:31:00:700,90.3,83.44,-83.44,-2.36,-0.65
CC:7B:5C:AF:BD:F4,2025:03:18 17:31:00:800,-1366.29,-912.83,-2254.83,2.76,0.51
B0:B2:1C:8F:6B:C4,2025:03:18 17:31:00:800,-905.17,-9.03,-14.25,2.58,1.55
08:B6:1F:75:ED:80,2025:03:18 17:31:00:800,601.91,-446.18,448.98,0.78,-0.76
08:D1:F9:DC:8F:80,2025:03:18 17:31:00:800,1158.76,-273.48,504.1,0.5,-1.11
CC:7B:5C:AF:BD:F4,2025:03:18 17:31:00:900,317.66,-162.0,1705.17,0.09,-0.18
B0:B2:1C:8F:6B:C4,2025:03:18 17:31:00:900,279.51,31.41,197.33,2.98,0.95
08:B6:1F:75:ED:80,2025:03:18 17:31:00:900,29.6,19.39,-34.45,-2.63,-0.64
08:D1:F9:DC:8F:80,2025:03:18 17:31:00:900,851.08,-300.49,-83.68,1.84,-1.22
CC:7B:5C:AF:BD:F4,2025:03:18 17:31:01:000,-169.15,183.65,423.36,2.73,-0.35
B0:B2:1C:8F:6B:C4,2025:03:18 17:31:01:000,-299.14,-28.04,694.87,-3.1,-0.41
08:B6:1F:75:ED:80,2025:03:18 17:31:01:000,-616.74,-111.83,50.83,-2.0,-1.37
08:D1:F9:DC:8F:80,2025:03:18 17:31:01:000,-257.73,198.47,1225.47,-0.16,0.2
CC:7B:5C:AF:BD:F4,2025:03:18 17:31:01:100,173.95,-165.77,-1019.66,2.98,-0.17
B0:B2:1C:8F:6B:C4,2025:03:18 17:31:01:100,-27.83,125.25,913.72,-0.14,0.03
08:B6:1F:75:ED:80,2025:03:18 17:31:01:100,148.05,4.64,263.38,-0.02,-0.51
08:D1:F9:DC:8F:80,2025:03:18 17:31:01:100,769.9,-103.32,-325.52,2.83,-1.15
CC:7B:5C:AF:BD:F4,2025:03:18 17:31:01:200,3.1,16.84,63.57,2.88,0.05
B0:B2:1C:8F:6B:C4,2025:03:18 17:31:01:200,-142.19,94.79,470.97,-0.2,0.29
08:B6:1F:75:ED:80,2025:03:18 17:31:01:200,-153.75,37.96,-353.68,0.11,-0.41
08:D1:F9:DC:8F:80,2025:03:18 17:31:01:200,37.26,-9.57,-5.23,2.07,-1.29
CC:7B:5C:AF:BD:F4,2025:03:18 17:31:01:300,-6.99,-68.69,-325.74,2.93,0.02
B0:B2:1C:8F:6B:C4,2025:03:18 17:31:01:300,-119.33,104.98,241.58,-0.41,0.43
08:B6:1F:75:ED:80,2025:03:18 17:31:01:300,-136.5,79.53,-219.0,0.35,-0.53
08:D1:F9:DC:8F:80,2025:03:18 17:31:01:300,-136.14,20.48,8.16,1.95,-1.41
CC:7B:5C:AF:BD:F4,2025:03:18 17:31:01:400,-1.24,-16.71,-76.92,2.93,0.02
B0:B2:1C:8F:6B:C4,2025:03:18 17:31:01:400,0.25,-0.16,-0.26,-0.57,0.69
08:B6:1F:75:ED:80,2025:03:18 17:31:01:400,45.92,24.3,154.91,-0.16,-0.28
08:D1:F9:DC:8F:80,2025:03:18 17:31:01:400,15.47,-1.09,1.85,0.53,-1.43
B0:B2:1C:8F:6B:C4,2025:03:18 17:31:01:500,-3.88,1.87,2.72,-0.6,0.87
CC:7B:5C:AF:BD:F4,2025:03:18 17:31:01:500,5.95,-6.59,-38.08,2.97,-0.15
08:B6:1F:75:ED:80,2025:03:18 17:31:01:500,-166.93,17.89,-131.43,0.14,-0.9
08:D1:F9:DC:8F:80,2025:03:18 17:31:01:500,3.18,-0.54,0.04,1.51,-1.4

B0:B2:1C:8F:6B:C4,2025:03:18 17:31:04:400,223.85,-6.35,-8.67,-0.63,1.52
CC:7B:5C:AF:BD:F4,2025:03:18 17:31:04:400,191.88,-23.07,90.65,-2.89,1.12
08:B6:1F:75:ED:80,2025:03:18 17:31:04:400,-43.38,17.56,-10.27,1.04,-1.13
08:D1:F9:DC:8F:80,2025:03:18 17:31:04:400,-11.11,-0.55,0.64,-2.43,-1.49
CC:7B:5C:AF:BD:F4,2025:03:18 17:31:04:500,-69.32,5.69,-36.85,-2.99,1.08
B0:B2:1C:8F:6B:C4,2025:03:18 17:31:04:500,-111.77,-7.0,-14.1,2.68,1.43
08:B6:1F:75:ED:80,2025:03:18 17:31:04:500,19.7,-12.03,5.86,1.12,-0.97
08:D1:F9:DC:8F:80,2025:03:18 17:31:04:500,13.69,-1.59,-0.05,1.6,-1.46
CC:7B:5C:AF:BD:F4,2025:03:18 17:31:04:600,-180.05,21.46,-87.68,-2.9,1.11
B0:B2:1C:8F:6B:C4,2025:03:18 17:31:04:600,-218.41,-26.2,-14.99,2.09,1.43
08:B6:1F:75:ED:80,2025:03:18 17:31:04:600,7.22,-4.31,2.31,1.08,-0.98
08:D1:F9:DC:8F:80,2025:03:18 17:31:04:600,-11.02,0.61,0.32,2.06,-1.51
