MAC,Timestamp,Lin_Acc_X,Lin_Acc_Y,Lin_Acc_Z,Roll,Pitch
08:B6:1F:75:ED:80,2025:03:06 16:25:03:500,-26.11,3.01,2.78,-0.83,1.42
08:D1:F9:DC:8F:80,2025:03:06 16:25:03:500,3.87,-0.62,0.94,0.59,-1.29
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:03:600,-0.69,0.34,-0.25,0.93,-1.03
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:03:600,-35.55,0.21,-3.0,-3.07,1.49
08:B6:1F:75:ED:80,2025:03:06 16:25:03:600,-11.24,1.93,1.25,-1.0,1.37
08:D1:F9:DC:8F:80,2025:03:06 16:25:03:600,62.4,-8.53,13.24,0.57,-1.32
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:03:700,42.34,-29.22,29.73,0.78,-0.79
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:03:700,-117.18,1.26,-5.57,-2.92,1.52
08:B6:1F:75:ED:80,2025:03:06 16:25:03:700,-141.15,21.33,14.3,-0.98,1.39
08:D1:F9:DC:8F:80,2025:03:06 16:25:03:700,241.31,16.45,66.8,-0.24,-1.29
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:03:800,184.59,-96.02,188.54,0.47,-0.72
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:03:800,298.76,-40.15,-7.77,-1.38,1.43
08:B6:1F:75:ED:80,2025:03:06 16:25:03:800,168.52,18.29,-98.52,0.18,1.03
08:D1:F9:DC:8F:80,2025:03:06 16:25:03:800,773.68,807.12,-679.59,-2.27,-0.63
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:03:900,332.87,-14.72,-149.85,3.04,-1.15
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:03:900,171.55,-10.49,123.96,-3.06,0.94
08:B6:1F:75:ED:80,2025:03:06 16:25:03:900,180.53,55.15,-50.78,0.83,1.18
08:D1:F9:DC:8F:80,2025:03:06 16:25:03:900,415.98,-86.62,67.07,0.91,-1.31
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:04:000,80.44,-57.12,33.7,1.04,-0.88
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:04:000,-131.14,6.78,-31.66,-2.93,1.33
08:B6:1F:75:ED:80,2025:03:06 16:25:04:000,-86.9,-6.49,1.36,1.36,1.49
08:D1:F9:DC:8F:80,2025:03:06 16:25:04:000,442.22,77.64,-36.02,-2.01,-1.38
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:04:100,57.1,-50.29,24.66,1.11,-0.8
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:04:100,38.55,-2.63,7.88,-2.82,1.36
08:B6:1F:75:ED:80,2025:03:06 16:25:04:100,52.37,-6.81,-11.91,-0.52,1.31
08:D1:F9:DC:8F:80,2025:03:06 16:25:04:100,-22.84,-7.9,2.57,-1.88,-1.22
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:04:200,844.76,-0.92,-32.98,3.11,-1.53
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:04:200,-280.86,-26.47,-118.3,2.92,1.16
08:B6:1F:75:ED:80,2025:03:06 16:25:04:200,-368.01,43.07,-90.28,-2.7,1.31
08:D1:F9:DC:8F:80,2025:03:06 16:25:04:200,-42.34,-3.76,-15.98,-0.23,-1.2
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:04:300,836.47,-594.83,453.13,0.92,-0.84
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:04:300,138.95,-14.06,-15.37,-0.74,1.42
08:B6:1F:75:ED:80,2025:03:06 16:25:04:300,13.84,-10.87,8.84,-2.25,0.78
08:D1:F9:DC:8F:80,2025:03:06 16:25:04:300,-8.22,0.21,-2.22,0.1,-1.31
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:04:400,-468.83,104.3,149.86,2.53,-1.2
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:04:400,-508.69,-22.03,172.36,0.13,1.24
08:B6:1F:75:ED:80,2025:03:06 16:25:04:400,9.23,-3.19,0.61,-1.76,1.23
08:D1:F9:DC:8F:80,2025:03:06 16:25:04:400,148.8,9.42,43.99,-0.21,-1.28
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:04:500,-0.13,7.16,-14.41,0.46,-0.01
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:04:500,232.2,-25.84,-98.93,-0.26,1.16
08:B6:1F:75:ED:80,2025:03:06 16:25:04:500,165.94,-67.8,-165.61,-0.39,0.75
08:D1:F9:DC:8F:80,2025:03:06 16:25:04:500,851.71,333.84,164.75,-1.11,-1.16
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:04:600,-988.89,-1403.86,1238.14,0.85,0.49
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:04:600,482.45,-62.8,-32.35,-1.1,1.43
08:B6:1F:75:ED:80,2025:03:06 16:25:04:600,154.67,-6.64,-84.62,-0.08,1.07
08:D1:F9:DC:8F:80,2025:03:06 16:25:04:600,324.96,949.01,-599.8,-2.13,-0.28
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:04:700,394.35,-244.14,432.77,0.51,-0.67
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:04:700,-404.16,-33.86,-167.76,2.94,1.17
08:B6:1F:75:ED:80,2025:03:06 16:25:04:700,-288.9,-5.83,10.77,0.5,1.53
08:D1:F9:DC:8F:80,2025:03:06 16:25:04:700,2077.39,-773.08,1018.48,0.65,-1.02
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:04:800,162.88,-85.11,66.0,0.91,-0.99
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:04:800,-250.11,-10.72,-69.28,2.99,1.3
08:B6:1F:75:ED:80,2025:03:06 16:25:04:800,-187.82,11.08,-34.19,-2.83,1.38
08:D1:F9:DC:8F:80,2025:03:06 16:25:04:800,112.01,94.99,-48.63,-2.04,-0.81

08:D1:F9:DC:8F:80,2025:03:06 16:25:12:400,6.01,1.37,1.85,-0.64,-1.21
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:12:500,-57.55,-0.44,4.09,0.11,1.5
08:B6:1F:75:ED:80,2025:03:06 16:25:12:500,-15.4,0.68,2.65,-0.25,1.4
08:D1:F9:DC:8F:80,2025:03:06 16:25:12:500,59.53,15.6,16.98,-0.74,-1.2
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:12:600,266.33,-31.55,10.27,-1.89,1.45
08:B6:1F:75:ED:80,2025:03:06 16:25:12:600,337.35,-49.25,-60.37,-0.68,1.34
08:D1:F9:DC:8F:80,2025:03:06 16:25:12:600,-91.44,3.39,-28.05,0.12,-1.27
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:12:700,13.34,0.38,1.37,2.87,1.46
08:B6:1F:75:ED:80,2025:03:06 16:25:12:700,-53.52,-1.68,3.41,0.46,1.5
08:D1:F9:DC:8F:80,2025:03:06 16:25:12:700,19.51,-4.52,7.42,0.55,-1.15
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:12:800,-553.74,-15.34,28.9,0.49,1.51
08:B6:1F:75:ED:80,2025:03:06 16:25:12:800,-480.62,34.79,-2.28,-1.64,1.5
08:D1:F9:DC:8F:80,2025:03:06 16:25:12:800,-29.42,3.22,-7.9,0.39,-1.29
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:12:900,158.45,-13.82,-6.25,-1.15,1.48
08:B6:1F:75:ED:80,2025:03:06 16:25:12:900,271.22,-28.34,-73.61,-0.37,1.29
08:D1:F9:DC:8F:80,2025:03:06 16:25:12:900,1.23,0.11,0.28,-0.37,-1.33
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:13:000,289.5,-12.99,56.56,-2.92,1.37
08:B6:1F:75:ED:80,2025:03:06 16:25:13:000,278.23,-7.06,-44.34,-0.16,1.41
08:D1:F9:DC:8F:80,2025:03:06 16:25:13:000,6.93,-0.58,1.99,0.28,-1.28
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:13:100,-343.91,-7.68,12.55,0.55,1.53
08:B6:1F:75:ED:80,2025:03:06 16:25:13:100,-406.23,29.62,-39.2,-2.49,1.45
08:D1:F9:DC:8F:80,2025:03:06 16:25:13:100,-6.52,0.58,-2.08,0.27,-1.25
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:13:200,-77.83,1.23,4.56,-0.26,1.51
08:B6:1F:75:ED:80,2025:03:06 16:25:13:200,-10.18,0.78,0.69,-0.85,1.47
08:D1:F9:DC:8F:80,2025:03:06 16:25:13:200,-24.74,0.0,-6.12,0.0,-1.33
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:13:300,78.23,3.17,10.55,2.85,1.43
08:B6:1F:75:ED:80,2025:03:06 16:25:13:300,84.12,-1.48,-7.29,-0.2,1.48
08:D1:F9:DC:8F:80,2025:03:06 16:25:13:300,-17.61,0.39,-4.8,0.08,-1.3
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:13:400,-2.07,0.01,0.02,-0.35,1.56
08:B6:1F:75:ED:80,2025:03:06 16:25:13:400,-52.66,4.82,-1.66,-1.9,1.47
08:D1:F9:DC:8F:80,2025:03:06 16:25:13:400,1.25,-0.01,0.33,0.04,-1.32
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:13:500,-4.41,0.08,0.29,-0.28,1.5
08:B6:1F:75:ED:80,2025:03:06 16:25:13:500,28.39,-2.53,-2.09,-0.88,1.46
08:D1:F9:DC:8F:80,2025:03:06 16:25:13:500,546.79,88.09,66.6,-0.92,-1.37
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:13:600,289.79,1.63,5.71,2.86,1.55
08:B6:1F:75:ED:80,2025:03:06 16:25:13:600,401.63,47.89,-162.2,0.29,1.17
08:D1:F9:DC:8F:80,2025:03:06 16:25:13:600,-24.68,633.24,-511.17,-2.25,0.03
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:13:700,12.62,1.79,9.17,2.95,0.93
08:B6:1F:75:ED:80,2025:03:06 16:25:13:700,12.56,6.94,-8.18,0.7,0.86
08:D1:F9:DC:8F:80,2025:03:06 16:25:13:700,316.72,66.03,-11.98,-1.75,-1.36
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:13:800,-569.7,44.83,-48.84,-2.4,1.45
08:B6:1F:75:ED:80,2025:03:06 16:25:13:800,-1311.1,-237.03,136.84,1.05,1.37
08:D1:F9:DC:8F:80,2025:03:06 16:25:13:800,566.09,-500.09,542.0,0.75,-0.65
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:13:900,-289.16,-3.53,-173.19,3.12,1.03
08:B6:1F:75:ED:80,2025:03:06 16:25:13:900,88.97,6.66,-20.88,0.31,1.33
08:D1:F9:DC:8F:80,2025:03:06 16:25:13:900,-230.12,25.99,112.29,2.91,-1.11
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:14:000,41.85,-0.37,15.62,-3.12,1.21
08:B6:1F:75:ED:80,2025:03:06 16:25:14:000,119.46,-40.17,34.9,-2.29,1.15
08:D1:F9:DC:8F:80,2025:03:06 16:25:14:000,8.11,1.68,-0.17,-1.67,-1.36
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:14:100,-419.83,-51.93,291.54,0.18,0.96
08:B6:1F:75:ED:80,2025:03:06 16:25:14:100,58.14,-14.4,12.51,-2.29,1.25
08:D1:F9:DC:8F:80,2025:03:06 16:25:14:100,237.51,8.52,67.35,-0.13,-1.29
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:14:200,176.47,6.28,-95.78,0.07,1.07
08:B6:1F:75:ED:80,2025:03:06 16:25:14:200,42.89,-2.04,-61.97,-0.03,0.61
08:D1:F9:DC:8F:80,2025:03:06 16:25:14:200,55.4,91.56,11.76,-1.44,-0.54
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:14:300,114.93,12.08,46.03,2.89,1.18
08:B6:1F:75:ED:80,2025:03:06 16:25:14:300,-153.12,-41.18,85.1,0.45,1.02
08:D1:F9:DC:8F:80,2025:03:06 16:25:14:300,602.21,283.46,-70.16,-1.81,-1.12
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:14:400,-380.77,-21.21,-244.8,3.06,1.0
08:B6:1F:75:ED:80,2025:03:06 16:25:14:400,-269.39,-57.82,22.09,1.21,1.34
08:D1:F9:DC:8F:80,2025:03:06 16:25:14:400,511.01,-612.18,708.7,0.71,-0.5

08:D1:F9:DC:8F:80,2025:03:06 16:25:19:700,-9.71,-0.28,-2.07,-0.14,-1.36
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:19:800,-8.74,4.0,-1.62,1.18,-1.11
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:19:800,-59.64,0.06,-4.34,-3.13,1.5
08:B6:1F:75:ED:80,2025:03:06 16:25:19:800,-65.32,1.41,-0.86,-2.12,1.55
08:D1:F9:DC:8F:80,2025:03:06 16:25:19:800,-2.73,0.08,-0.68,0.11,-1.32
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:19:900,-6.51,2.87,-1.23,1.17,-1.12
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:19:900,-76.76,2.93,3.5,-0.7,1.51
08:B6:1F:75:ED:80,2025:03:06 16:25:19:900,-66.78,2.01,5.47,-0.35,1.48
08:D1:F9:DC:8F:80,2025:03:06 16:25:19:900,0.98,-0.03,0.25,0.13,-1.32
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:20:000,-21.97,9.98,-4.95,1.11,-1.1
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:20:000,13.45,0.23,0.38,2.6,1.54
08:B6:1F:75:ED:80,2025:03:06 16:25:20:000,-36.62,1.31,2.84,-0.43,1.49
08:D1:F9:DC:8F:80,2025:03:06 16:25:20:000,-4.97,0.12,-1.35,0.09,-1.31
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:20:100,-6.52,2.69,-1.41,1.09,-1.13
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:20:100,-6.66,0.17,-0.46,-2.79,1.5
08:B6:1F:75:ED:80,2025:03:06 16:25:20:100,-30.41,1.51,0.59,-1.2,1.52
08:D1:F9:DC:8F:80,2025:03:06 16:25:20:100,-15.06,0.38,-4.19,0.09,-1.3
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:20:200,-13.33,5.71,-3.15,1.07,-1.12
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:20:200,-21.13,0.27,-0.21,-2.23,1.55
08:B6:1F:75:ED:80,2025:03:06 16:25:20:200,-3.48,0.08,0.07,-0.83,1.54
08:D1:F9:DC:8F:80,2025:03:06 16:25:20:200,-8.27,0.48,-2.42,0.2,-1.28
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:20:300,-21.11,9.76,-5.41,1.06,-1.08
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:20:300,-38.96,-0.6,-3.43,2.97,1.48
08:B6:1F:75:ED:80,2025:03:06 16:25:20:300,-33.41,0.55,3.44,-0.16,1.47
08:D1:F9:DC:8F:80,2025:03:06 16:25:20:300,-12.39,0.83,-3.65,0.22,-1.28
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:20:400,-11.11,4.85,-2.92,1.03,-1.1
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:20:400,-18.79,0.07,-1.41,-3.09,1.5
08:B6:1F:75:ED:80,2025:03:06 16:25:20:400,-1.03,0.04,0.03,-0.88,1.53
08:D1:F9:DC:8F:80,2025:03:06 16:25:20:400,-22.21,1.37,-6.4,0.21,-1.28
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:20:500,-7.39,3.18,-1.93,1.03,-1.1
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:20:500,3.77,0.09,0.29,2.82,1.49
08:B6:1F:75:ED:80,2025:03:06 16:25:20:500,-6.66,0.0,0.38,0.0,1.51
08:D1:F9:DC:8F:80,2025:03:06 16:25:20:500,-3.95,0.24,-1.2,0.19,-1.27
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:20:600,-9.85,4.38,-2.57,1.04,-1.09
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:20:600,-21.71,-0.55,-1.79,2.84,1.48
08:B6:1F:75:ED:80,2025:03:06 16:25:20:600,-28.54,0.45,2.37,-0.19,1.49
08:D1:F9:DC:8F:80,2025:03:06 16:25:20:600,-8.15,0.46,-2.52,0.18,-1.27
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:20:700,-6.17,2.77,-1.65,1.03,-1.09
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:20:700,-11.82,-0.28,-1.0,2.87,1.48
08:B6:1F:75:ED:80,2025:03:06 16:25:20:700,-12.84,0.17,0.76,-0.21,1.51
08:D1:F9:DC:8F:80,2025:03:06 16:25:20:700,-12.23,0.81,-3.84,0.21,-1.26
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:20:800,-18.5,8.5,-5.19,1.02,-1.08
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:20:800,-10.11,-0.2,-1.01,2.94,1.47
08:B6:1F:75:ED:80,2025:03:06 16:25:20:800,-18.48,0.47,0.89,-0.49,1.52
08:D1:F9:DC:8F:80,2025:03:06 16:25:20:800,13.28,-1.23,3.85,0.31,-1.28
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:20:900,255.92,-144.02,161.08,0.73,-0.87
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:20:900,-186.74,3.15,10.56,-0.29,1.51
08:B6:1F:75:ED:80,2025:03:06 16:25:20:900,-368.27,123.13,34.22,-1.3,1.24
08:D1:F9:DC:8F:80,2025:03:06 16:25:20:900,-20.33,654.62,-555.3,-2.27,0.02
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:21:000,313.64,168.09,-1516.44,-3.03,-0.2
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:21:000,-284.4,130.74,219.96,2.61,-0.84
08:B6:1F:75:ED:80,2025:03:06 16:25:21:000,-97.65,-97.04,213.53,0.43,0.39
08:D1:F9:DC:8F:80,2025:03:06 16:25:21:000,9473.21,-1948.83,5753.72,0.33,-1.0
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:21:100,269.8,-153.08,1384.2,0.11,-0.19
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:21:100,-461.02,60.41,-33.38,-2.08,1.42
08:B6:1F:75:ED:80,2025:03:06 16:25:21:100,-1139.61,19.48,-524.17,-3.1,1.14
08:D1:F9:DC:8F:80,2025:03:06 16:25:21:100,-177.35,-29.85,-783.36,3.1,0.22
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:21:200,101.02,-102.96,70.07,0.97,-0.68
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:21:200,-547.22,25.16,-36.15,-2.53,1.49
08:B6:1F:75:ED:80,2025:03:06 16:25:21:200,-299.45,60.8,81.95,-0.64,1.24
08:D1:F9:DC:8F:80,2025:03:06 16:25:21:200,131.41,65.77,-45.89,-2.18,-1.02
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:21:300,92.21,-45.94,65.06,0.61,-0.86
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:21:300,-374.03,-2.18,-16.89,3.01,1.53
08:B6:1F:75:ED:80,2025:03:06 16:25:21:300,16.4,-3.8,-6.63,-0.52,1.13
08:D1:F9:DC:8F:80,2025:03:06 16:25:21:300,274.35,27.02,56.89,-0.44,-1.35
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:21:400,4.76,-0.79,1.75,0.42,-1.19
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:21:400,53.92,-8.31,1.56,-1.76,1.42
08:B6:1F:75:ED:80,2025:03:06 16:25:21:400,111.52,-33.05,-2.76,-1.49,1.28
08:D1:F9:DC:8F:80,2025:03:06 16:25:21:400,-318.6,7.85,-166.03,0.05,-1.09
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:21:500,-81.11,97.86,1.46,1.59,-0.69
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:21:500,193.2,-30.88,-31.13,-0.78,1.35
08:B6:1F:75:ED:80,2025:03:06 16:25:21:500,16.8,-8.09,5.3,-2.15,1.05
08:D1:F9:DC:8F:80,2025:03:06 16:25:21:500,-22.52,0.65,-6.67,0.1,-1.28
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:21:600,-50.89,29.67,0.19,1.58,-1.04
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:21:600,-115.23,13.73,75.36,-0.18,0.98
08:B6:1F:75:ED:80,2025:03:06 16:25:21:600,-4.66,2.05,-1.02,-2.03,1.11
08:D1:F9:DC:8F:80,2025:03:06 16:25:21:600,12.27,-0.47,4.95,0.09,-1.19
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:21:700,-17.31,22.0,-19.5,0.85,-0.53
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:21:700,-78.6,10.05,29.29,-0.33,1.2
08:B6:1F:75:ED:80,2025:03:06 16:25:21:700,-6.67,2.06,-1.73,-2.27,1.19

08:D1:F9:DC:8F:80,2025:03:06 16:25:28:000,7.41,-0.57,2.35,0.24,-1.26
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:28:100,-10.35,4.17,-2.55,1.02,-1.13
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:28:100,-30.81,0.12,-4.35,-3.11,1.43
08:B6:1F:75:ED:80,2025:03:06 16:25:28:100,-32.76,-0.73,3.12,0.23,1.47
08:D1:F9:DC:8F:80,2025:03:06 16:25:28:100,-10.64,0.85,-3.25,0.25,-1.27
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:28:200,-8.68,3.45,-2.1,1.02,-1.14
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:28:200,-8.54,0.02,-1.19,-3.13,1.43
08:B6:1F:75:ED:80,2025:03:06 16:25:28:200,-7.91,-0.21,0.84,0.25,1.46
08:D1:F9:DC:8F:80,2025:03:06 16:25:28:200,-7.69,0.75,-2.51,0.29,-1.24
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:28:300,-10.65,4.44,-2.83,1.0,-1.11
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:28:300,-22.26,-0.13,-3.21,3.1,1.43
08:B6:1F:75:ED:80,2025:03:06 16:25:28:300,-37.16,-0.76,5.28,0.14,1.43
08:D1:F9:DC:8F:80,2025:03:06 16:25:28:300,-19.12,2.0,-6.09,0.32,-1.25
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:28:400,-14.48,6.2,-3.82,1.02,-1.11
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:28:400,-22.88,0.02,-3.07,-3.13,1.44
08:B6:1F:75:ED:80,2025:03:06 16:25:28:400,2.9,0.09,-0.21,0.41,1.49
08:D1:F9:DC:8F:80,2025:03:06 16:25:28:400,-8.34,0.9,-2.7,0.32,-1.24
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:28:500,-4.39,1.86,-1.22,0.99,-1.1
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:28:500,-20.91,0.06,-2.81,-3.12,1.44
08:B6:1F:75:ED:80,2025:03:06 16:25:28:500,-23.51,-0.69,2.38,0.28,1.47
08:D1:F9:DC:8F:80,2025:03:06 16:25:28:500,-2.0,0.21,-0.66,0.31,-1.24
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:28:600,-22.31,9.3,-6.06,0.99,-1.11
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:28:600,-18.09,0.14,-2.31,-3.08,1.44
08:B6:1F:75:ED:80,2025:03:06 16:25:28:600,-11.85,-0.12,1.16,0.1,1.47
08:D1:F9:DC:8F:80,2025:03:06 16:25:28:600,6.08,-0.63,1.96,0.31,-1.24
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:28:700,-13.58,5.56,-3.48,1.01,-1.12
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:28:700,-17.69,-0.02,-2.21,3.13,1.45
08:B6:1F:75:ED:80,2025:03:06 16:25:28:700,-8.86,-0.16,1.11,0.14,1.45
08:D1:F9:DC:8F:80,2025:03:06 16:25:28:700,0.03,-0.0,0.01,0.28,-1.25
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:28:800,-5.49,2.26,-1.41,1.02,-1.12
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:28:800,-17.51,0.12,-2.56,-3.09,1.43
08:B6:1F:75:ED:80,2025:03:06 16:25:28:800,-44.58,-1.42,4.94,0.28,1.46
08:D1:F9:DC:8F:80,2025:03:06 16:25:28:800,-2.5,0.33,-0.77,0.4,-1.25
B0:B2:1C:8F:6B:C4,2025:03:06 16:25:28:900,-16.66,7.3,-4.96,0.97,-1.08
CC:7B:5C:AF:BD:F4,2025:03:06 16:25:28:900,-9.26,-0.03,-1.4,3.12,1.42
08:B6:1F:75:ED:80,2025:03:06 16:25:28:900,-31.81,0.16,3.44,-0.05,1.46
