MAC,Timestamp,Lin_Acc_X,Lin_Acc_Y,Lin_Acc_Z,Roll,Pitch
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:45:000,10.21,-3.58,1.32,1.22,-1.21
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:45:000,7.87,-1.66,5.0,-2.82,0.98
08:B6:1F:75:ED:80,2025:03:06 16:00:45:000,1.14,0.2,-0.32,0.55,1.25
08:D1:F9:DC:8F:80,2025:03:06 16:00:45:000,102.77,-7.41,19.95,0.36,-1.37
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:45:100,-1.49,0.78,-0.25,1.25,-1.07
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:45:100,-114.89,25.2,-70.4,-2.8,0.99
08:B6:1F:75:ED:80,2025:03:06 16:00:45:100,-163.18,-24.95,39.16,0.57,1.29
08:D1:F9:DC:8F:80,2025:03:06 16:00:45:100,450.69,437.56,-35.92,-1.65,-0.8
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:45:200,632.07,1.55,7.36,-0.21,-1.56
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:45:200,-120.29,24.8,-68.72,-2.8,1.02
08:B6:1F:75:ED:80,2025:03:06 16:00:45:200,-88.57,7.85,5.15,-0.99,1.47
08:D1:F9:DC:8F:80,2025:03:06 16:00:45:200,165.78,-10.99,43.53,0.25,-1.31
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:45:300,291.27,-118.34,-93.88,2.24,-1.09
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:45:300,64.66,-2.51,8.02,-2.84,1.44
08:B6:1F:75:ED:80,2025:03:06 16:00:45:300,50.04,-32.99,11.84,-1.92,0.96
08:D1:F9:DC:8F:80,2025:03:06 16:00:45:300,-27.93,4.75,-7.75,0.55,-1.26
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:45:400,135.05,-537.62,109.08,-1.77,0.24
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:45:400,-42.73,0.8,10.05,-0.08,1.34
08:B6:1F:75:ED:80,2025:03:06 16:00:45:400,110.3,-63.47,16.79,-1.83,1.03
08:D1:F9:DC:8F:80,2025:03:06 16:00:45:400,1376.32,257.51,-95.18,-1.92,-1.37
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:45:500,1671.99,-2068.53,5442.55,0.36,-0.28
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:45:500,245.94,-54.58,60.87,-2.41,1.25
08:B6:1F:75:ED:80,2025:03:06 16:00:45:500,-8.8,-2.23,8.26,0.26,0.8
08:D1:F9:DC:8F:80,2025:03:06 16:00:45:500,-1177.54,1208.31,61.55,-1.52,0.77
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:45:600,316.99,436.48,-313.67,0.95,0.53
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:45:600,-232.59,44.11,-250.8,-2.97,0.74
08:B6:1F:75:ED:80,2025:03:06 16:00:45:600,-264.86,-65.32,92.83,0.61,1.17
08:D1:F9:DC:8F:80,2025:03:06 16:00:45:600,792.76,68.02,300.1,-0.22,-1.2
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:45:700,135.89,-78.8,-38.57,2.03,-1.0
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:45:700,-135.24,41.14,-113.6,-2.79,0.84
08:B6:1F:75:ED:80,2025:03:06 16:00:45:700,-330.87,-77.3,42.86,1.06,1.31
08:D1:F9:DC:8F:80,2025:03:06 16:00:45:700,920.62,-710.72,390.62,1.07,-0.85
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:45:800,1397.48,84.64,80.56,-0.81,-1.49
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:45:800,-104.52,12.15,-151.56,-3.06,0.6
08:B6:1F:75:ED:80,2025:03:06 16:00:45:800,-221.09,-23.68,11.84,1.11,1.45
08:D1:F9:DC:8F:80,2025:03:06 16:00:45:800,-94.44,59.12,21.37,1.92,-0.98
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:45:900,954.81,-712.61,-998.62,2.52,-0.66
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:45:900,127.14,2.87,52.48,3.09,1.18
08:B6:1F:75:ED:80,2025:03:06 16:00:45:900,-215.25,164.51,-40.64,-1.81,0.9
08:D1:F9:DC:8F:80,2025:03:06 16:00:45:900,160.08,-9.34,67.59,0.14,-1.17
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:46:000,-108.0,665.37,-573.8,-2.28,0.12
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:46:000,168.57,43.98,-445.25,0.1,0.36
08:B6:1F:75:ED:80,2025:03:06 16:00:46:000,71.3,-103.16,164.8,-2.58,0.35
08:D1:F9:DC:8F:80,2025:03:06 16:00:46:000,2214.29,1169.77,-575.89,-2.03,-1.04
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:46:100,8334.75,2852.0,3044.37,-0.75,-1.11
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:46:100,-298.96,181.09,-536.25,-2.82,0.49
08:B6:1F:75:ED:80,2025:03:06 16:00:46:100,-788.89,30.87,327.17,-0.09,1.18
08:D1:F9:DC:8F:80,2025:03:06 16:00:46:100,107.1,1523.8,-689.56,-2.0,-0.06
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:46:200,-212.03,-887.45,-2172.98,2.75,0.09
08:B6:1F:75:ED:80,2025:03:06 16:00:46:200,-766.32,-508.32,58.03,1.46,0.98
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:46:200,104.65,-204.93,391.75,0.48,-0.23
08:D1:F9:DC:8F:80,2025:03:06 16:00:46:200,962.97,-329.57,48.96,1.42,-1.24
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:46:300,774.47,471.02,177.17,-1.21,-0.99
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:46:300,-1134.32,-587.82,-664.54,2.42,0.91
08:B6:1F:75:ED:80,2025:03:06 16:00:46:300,23.88,10.18,-3.22,1.26,1.15
08:D1:F9:DC:8F:80,2025:03:06 16:00:46:300,5878.31,937.38,2211.71,-0.4,-1.18
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:46:400,103.92,-200.46,-450.86,2.72,-0.21
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:46:400,-291.64,530.19,1667.95,-0.31,0.17
08:B6:1F:75:ED:80,2025:03:06 16:00:46:400,-10.36,442.43,979.67,-0.42,0.01
08:D1:F9:DC:8F:80,2025:03:06 16:00:46:400,162.74,-80.51,-127.91,-0.56,0.82
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:46:500,1.57,-6.1,12.93,0.44,-0.11
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:46:500,230.8,-211.83,-1005.28,2.93,-0.22
08:B6:1F:75:ED:80,2025:03:06 16:00:46:500,-8.85,100.01,184.56,-0.5,0.04
08:D1:F9:DC:8F:80,2025:03:06 16:00:46:500,327.39,-80.27,173.45,0.43,-1.04
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:46:600,-181.43,277.4,-190.71,0.97,-0.49
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:46:600,-1.01,-5.52,17.81,-2.84,-0.05
08:B6:1F:75:ED:80,2025:03:06 16:00:46:600,-270.12,368.1,614.37,-0.54,0.36
08:D1:F9:DC:8F:80,2025:03:06 16:00:46:600,-81.29,4.44,-23.52,0.19,-1.28
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:46:700,6.31,-8.5,26.14,0.31,-0.23
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:46:700,-30.3,60.94,-511.73,-3.02,0.06
08:B6:1F:75:ED:80,2025:03:06 16:00:46:700,-109.93,122.31,155.93,-0.67,0.51
08:D1:F9:DC:8F:80,2025:03:06 16:00:46:700,-23.78,4.89,-6.75,0.63,-1.23
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:46:800,-21.13,32.01,-101.88,0.3,-0.2

B0:B2:1C:8F:6B:C4,2025:03:06 16:00:55:300,-48.7,56.53,-61.79,0.74,-0.53
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:55:300,123.3,-8.79,-11.34,-0.66,1.45
08:B6:1F:75:ED:80,2025:03:06 16:00:55:300,150.74,-80.34,-125.21,-0.57,0.79
08:D1:F9:DC:8F:80,2025:03:06 16:00:55:300,2065.89,383.5,29.14,-1.49,-1.39
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:55:400,-607.86,804.18,2466.34,-0.32,0.23
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:55:400,213.46,-5.87,76.93,-3.07,1.22
08:B6:1F:75:ED:80,2025:03:06 16:00:55:400,-24.5,0.41,26.02,-0.02,0.76
08:D1:F9:DC:8F:80,2025:03:06 16:00:55:400,-1234.91,1641.6,-268.43,-1.73,0.64
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:55:500,219.23,-75.89,151.14,0.47,-0.91
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:55:500,-197.67,14.16,-180.54,-3.06,0.83
08:B6:1F:75:ED:80,2025:03:06 16:00:55:500,-216.65,-23.21,39.52,0.53,1.36
08:D1:F9:DC:8F:80,2025:03:06 16:00:55:500,715.47,121.73,282.86,-0.41,-1.16
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:55:600,3.97,-0.99,2.66,-2.79,0.95
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:55:600,-17.38,9.54,2.16,1.79,-1.06
08:B6:1F:75:ED:80,2025:03:06 16:00:55:600,-97.76,-12.94,4.67,1.22,1.43
08:D1:F9:DC:8F:80,2025:03:06 16:00:55:600,1315.87,-1401.38,874.08,1.01,-0.67
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:55:700,794.72,-11.52,45.21,0.25,-1.51
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:55:700,-80.31,5.65,-68.73,-3.06,0.86
08:B6:1F:75:ED:80,2025:03:06 16:00:55:700,-224.26,15.09,17.48,-0.71,1.47
08:D1:F9:DC:8F:80,2025:03:06 16:00:55:700,696.69,-143.91,-32.44,1.79,-1.36
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:55:800,1522.94,-1074.98,-88.55,1.65,-0.95
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:55:800,-85.87,-0.47,-3.56,3.01,1.53
08:B6:1F:75:ED:80,2025:03:06 16:00:55:800,-341.8,260.68,-75.35,-1.85,0.9
08:D1:F9:DC:8F:80,2025:03:06 16:00:55:800,100.61,-23.03,14.44,1.01,-1.31
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:55:900,-126.88,-59.78,351.96,-2.97,-0.34
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:55:900,-173.27,-13.03,51.06,0.25,1.28
08:B6:1F:75:ED:80,2025:03:06 16:00:55:900,-65.16,37.68,-17.65,-2.01,1.0
08:D1:F9:DC:8F:80,2025:03:06 16:00:55:900,216.82,-3.29,53.11,0.06,-1.33
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:56:000,-95.51,41.23,142.44,-0.28,0.57
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:56:000,578.88,-86.13,-12.71,-1.42,1.42
08:B6:1F:75:ED:80,2025:03:06 16:00:56:000,419.79,-34.46,-441.71,-0.08,0.76
08:D1:F9:DC:8F:80,2025:03:06 16:00:56:000,698.9,225.13,-130.72,-2.1,-1.21
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:56:100,3597.6,235.92,-378.57,-2.58,-1.45
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:56:100,-161.26,21.51,-116.57,-2.96,0.94
08:B6:1F:75:ED:80,2025:03:06 16:00:56:100,-363.76,63.82,288.45,-0.22,0.89
08:D1:F9:DC:8F:80,2025:03:06 16:00:56:100,497.71,850.99,-444.2,-2.05,-0.48
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:56:200,-16.41,48.5,-42.98,0.85,-0.25
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:56:200,-370.35,-183.46,-1268.21,3.0,0.28
08:B6:1F:75:ED:80,2025:03:06 16:00:56:200,-685.98,114.54,-36.13,-1.88,1.4
08:D1:F9:DC:8F:80,2025:03:06 16:00:56:200,542.86,71.58,37.21,-1.09,-1.42
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:56:300,1086.07,-293.77,425.36,0.6,-1.13
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:56:300,-738.15,-743.03,-2040.36,2.79,0.33
08:B6:1F:75:ED:80,2025:03:06 16:00:56:300,-626.57,-293.87,-380.35,2.48,0.92
08:D1:F9:DC:8F:80,2025:03:06 16:00:56:300,1500.42,-1430.36,911.49,1.0,-0.72
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:56:400,-4.27,2.87,6.38,2.72,-0.55
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:56:400,-640.39,-282.09,197.88,0.96,1.08
08:B6:1F:75:ED:80,2025:03:06 16:00:56:400,194.26,5.77,-450.06,0.01,0.41
08:D1:F9:DC:8F:80,2025:03:06 16:00:56:400,1163.36,241.65,-366.36,-2.56,-1.21
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:56:500,-46.39,181.5,-169.99,0.82,-0.18
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:56:500,7.53,-47.15,-30.0,-1.0,0.13
08:B6:1F:75:ED:80,2025:03:06 16:00:56:500,-123.06,100.77,788.73,-0.13,0.15
08:D1:F9:DC:8F:80,2025:03:06 16:00:56:500,-108.53,4.48,-41.81,-3.03,1.2
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:56:600,15.44,-277.5,890.42,0.3,-0.02
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:56:600,-162.71,-271.01,-1098.97,2.9,0.14
08:B6:1F:75:ED:80,2025:03:06 16:00:56:600,19.33,-10.27,432.28,0.02,-0.04
08:D1:F9:DC:8F:80,2025:03:06 16:00:56:600,202.47,-61.12,60.4,0.79,-1.17
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:56:700,-47.67,55.72,-86.39,0.57,-0.43
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:56:700,63.72,74.75,367.0,2.94,0.17
08:B6:1F:75:ED:80,2025:03:06 16:00:56:700,-62.68,28.01,134.01,-0.21,0.43
08:D1:F9:DC:8F:80,2025:03:06 16:00:56:700,-18.3,3.28,-6.99,0.44,-1.17
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:56:800,-35.17,18.79,-60.36,0.3,-0.51
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:56:800,-33.46,-35.25,-213.86,2.98,0.15
08:B6:1F:75:ED:80,2025:03:06 16:00:56:800,-108.74,91.66,264.35,-0.33,0.37
08:D1:F9:DC:8F:80,2025:03:06 16:00:56:800,-30.04,1.02,-6.47,0.16,-1.36
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:56:900,-221.01,152.67,-232.59,0.58,-0.67
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:56:900,-2.51,-9.35,-94.23,3.04,0.03
08:B6:1F:75:ED:80,2025:03:06 16:00:56:900,29.12,-11.79,-30.87,-0.36,0.72
08:D1:F9:DC:8F:80,2025:03:06 16:00:56:900,-66.93,-4.68,-20.77,-0.22,-1.26
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:57:000,-124.67,26.26,-88.5,0.29,-0.93
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:57:000,5.45,-4.73,-43.48,3.03,-0.12
08:B6:1F:75:ED:80,2025:03:06 16:00:57:000,-14.61,6.55,13.33,-0.46,0.78
08:D1:F9:DC:8F:80,2025:03:06 16:00:57:000,-7.26,0.67,-1.82,0.35,-1.31
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:57:100,-60.1,14.77,-47.87,0.3,-0.88
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:57:100,-45.11,1.93,155.19,3.13,-0.28
08:B6:1F:75:ED:80,2025:03:06 16:00:57:100,-32.59,12.69,24.97,-0.47,0.86
08:D1:F9:DC:8F:80,2025:03:06 16:00:57:100,-30.26,0.94,-8.26,0.11,-1.3
B0:B2:1C:8F:6B:C4,2025:03:06 16:00:57:200,-15.38,5.01,-13.75,0.35,-0.81
CC:7B:5C:AF:BD:F4,2025:03:06 16:00:57:200,-854.24,-307.92,-29.8,-1.47,-1.22
08:B6:1F:75:ED:80,2025:03:06 16:00:57:200,-16.99,6.43,13.44,-0.45,0.85
08:D1:F9:DC:8F:80,2025:03:06 16:00:57:200,-25.71,1.38,-7.8,0.18,-1.27

CC:7B:5C:AF:BD:F4,2025:03:06 16:01:05:200,-415.68,-7.41,-69.08,3.03,1.41
08:B6:1F:75:ED:80,2025:03:06 16:01:05:200,-311.66,5.71,-9.75,-2.61,1.53
08:D1:F9:DC:8F:80,2025:03:06 16:01:05:200,331.33,-169.42,214.18,0.67,-0.88
B0:B2:1C:8F:6B:C4,2025:03:06 16:01:05:300,278.23,-150.75,120.4,0.9,-0.96
CC:7B:5C:AF:BD:F4,2025:03:06 16:01:05:300,90.54,7.23,-35.18,0.2,1.19
08:B6:1F:75:ED:80,2025:03:06 16:01:05:300,106.9,-28.97,-7.62,-1.31,1.3
08:D1:F9:DC:8F:80,2025:03:06 16:01:05:300,-20.14,0.46,-7.62,0.06,-1.21
B0:B2:1C:8F:6B:C4,2025:03:06 16:01:05:400,67.95,26.71,-261.77,-3.04,-0.25
CC:7B:5C:AF:BD:F4,2025:03:06 16:01:05:400,147.63,41.11,-47.81,0.71,1.17
08:B6:1F:75:ED:80,2025:03:06 16:01:05:400,191.89,-50.51,-3.71,-1.5,1.31
08:D1:F9:DC:8F:80,2025:03:06 16:01:05:400,125.02,24.98,25.9,-0.77,-1.29
B0:B2:1C:8F:6B:C4,2025:03:06 16:01:05:500,1353.95,-1094.67,2796.12,0.37,-0.42
CC:7B:5C:AF:BD:F4,2025:03:06 16:01:05:500,311.41,0.96,-89.11,0.01,1.29
08:B6:1F:75:ED:80,2025:03:06 16:01:05:500,196.56,-3.52,-41.22,-0.09,1.36
08:D1:F9:DC:8F:80,2025:03:06 16:01:05:500,459.6,68.97,140.89,-0.46,-1.24
B0:B2:1C:8F:6B:C4,2025:03:06 16:01:05:600,-176.72,-113.69,-210.42,2.65,0.64
CC:7B:5C:AF:BD:F4,2025:03:06 16:01:05:600,-517.37,75.27,-144.91,-2.66,1.27
08:B6:1F:75:ED:80,2025:03:06 16:01:05:600,-379.51,-109.27,130.42,0.7,1.15
08:D1:F9:DC:8F:80,2025:03:06 16:01:05:600,84.24,172.45,-81.83,-2.01,-0.42
