MAC,Timestamp,Lin_Acc_X,Lin_Acc_Y,Lin_Acc_Z,Roll,Pitch
08:D1:F9:DC:8F:80,2025:03:18 16:08:07:900,-30.4,8.23,-4.77,1.05,-1.27
08:B6:1F:75:ED:80,2025:03:18 16:08:08:000,156.66,546.89,146.69,1.83,0.27
08:D1:F9:DC:8F:80,2025:03:18 16:08:08:000,-72.75,11.64,-12.85,0.74,-1.34
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:08:000,-588.54,14.91,-80.51,-2.96,1.43
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:08:000,-231.2,500.01,-334.25,-2.16,0.37
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:08:100,-1022.35,-248.58,512.26,0.45,1.06
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:08:100,-310.56,434.13,-209.96,-2.02,0.57
08:B6:1F:75:ED:80,2025:03:18 16:08:08:100,501.62,-2310.41,204.73,1.48,-0.21
08:D1:F9:DC:8F:80,2025:03:18 16:08:08:100,-24.95,11.91,-8.23,0.97,-1.05
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:08:200,414.63,83.55,115.57,2.52,1.24
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:08:200,286.14,-98.02,198.31,-2.68,0.91
08:B6:1F:75:ED:80,2025:03:18 16:08:08:200,1048.62,45.97,2487.66,-0.02,-0.4
08:D1:F9:DC:8F:80,2025:03:18 16:08:08:200,1104.57,-570.27,473.22,0.88,-0.98
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:08:300,323.09,-201.31,44.11,-1.79,1.0
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:08:300,315.18,-671.64,270.16,-1.95,0.41
08:B6:1F:75:ED:80,2025:03:18 16:08:08:300,238.97,-690.51,-1415.42,2.69,-0.15
08:D1:F9:DC:8F:80,2025:03:18 16:08:08:300,-2572.09,5210.04,-1102.57,-1.78,0.45
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:08:400,-129.97,-9.69,44.82,0.21,1.23
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:08:400,-51.42,50.34,10.16,-1.37,0.79
08:B6:1F:75:ED:80,2025:03:18 16:08:08:400,-206.57,-7.29,-107.54,-0.07,-1.09
08:D1:F9:DC:8F:80,2025:03:18 16:08:08:400,3806.14,581.28,224.73,-1.2,-1.41
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:08:500,-65.52,-11.07,-31.02,2.8,1.11
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:08:500,-265.82,59.07,0.64,-1.56,1.35
08:B6:1F:75:ED:80,2025:03:18 16:08:08:500,635.84,838.81,-212.29,-1.82,-0.63
08:D1:F9:DC:8F:80,2025:03:18 16:08:08:500,422.38,-134.85,-1.23,1.58,-1.26
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:08:600,-98.63,-50.64,-183.32,2.87,0.48
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:08:600,-118.41,-0.85,-9.77,3.05,1.49
08:B6:1F:75:ED:80,2025:03:18 16:08:08:600,553.6,-243.84,454.94,0.49,-0.82
08:D1:F9:DC:8F:80,2025:03:18 16:08:08:600,1733.08,-1116.01,467.72,1.17,-0.96
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:08:700,-112.77,10.18,-62.1,-2.98,1.06
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:08:700,-44.7,-4.68,8.49,0.5,1.36
08:B6:1F:75:ED:80,2025:03:18 16:08:08:700,312.97,-193.55,345.51,0.51,-0.67
08:D1:F9:DC:8F:80,2025:03:18 16:08:08:700,155.61,1887.77,-398.92,-1.78,-0.08
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:08:800,379.25,-182.78,-259.02,-0.61,0.87
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:08:800,455.78,-385.28,172.15,-1.99,0.82
08:B6:1F:75:ED:80,2025:03:18 16:08:08:800,-4.99,107.75,12.05,1.68,-0.05
08:D1:F9:DC:8F:80,2025:03:18 16:08:08:800,254.79,-152.71,231.8,0.58,-0.74
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:08:900,-518.03,-27.3,98.84,0.27,1.38
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:08:900,-518.03,-27.3,98.84,0.27,1.38
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:08:900,-324.57,135.72,-17.71,-1.7,1.17
08:B6:1F:75:ED:80,2025:03:18 16:08:08:900,-122.84,165.59,256.99,2.57,-0.38
08:D1:F9:DC:8F:80,2025:03:18 16:08:08:900,-255.99,192.7,15.59,1.65,-0.92
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:09:000,-155.85,-11.56,-18.77,2.59,1.43
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:09:000,-321.11,90.24,25.57,-1.29,1.29
08:B6:1F:75:ED:80,2025:03:18 16:08:09:000,-306.47,112.02,-13.09,1.45,-1.22
08:D1:F9:DC:8F:80,2025:03:18 16:08:09:000,119.3,-17.2,24.65,0.61,-1.32
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:09:100,-53.88,4.22,-47.31,-3.05,0.85
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:09:100,-147.59,-18.72,-14.43,2.23,1.41
08:B6:1F:75:ED:80,2025:03:18 16:08:09:100,1490.08,424.69,222.72,-1.09,-1.26
08:D1:F9:DC:8F:80,2025:03:18 16:08:09:100,1883.71,-2081.21,969.54,1.13,-0.69
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:09:200,-224.23,31.32,-157.04,-2.94,0.95
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:09:200,-52.72,-17.77,12.01,0.98,1.18
08:B6:1F:75:ED:80,2025:03:18 16:08:09:200,20.81,-103.45,148.62,0.61,-0.11
08:D1:F9:DC:8F:80,2025:03:18 16:08:09:200,-93.39,2536.21,-1130.96,-1.99,0.03
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:09:300,-9.56,-0.15,1.86,0.08,1.38
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:09:300,194.04,-16.29,-18.48,-0.72,1.44
08:B6:1F:75:ED:80,2025:03:18 16:08:09:300,-247.9,164.38,73.79,1.99,-0.94
08:D1:F9:DC:8F:80,2025:03:18 16:08:09:300,730.5,262.7,415.82,-0.56,-0.98
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:09:400,-414.98,2.37,75.05,-0.03,1.39
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:09:400,-642.36,205.7,131.98,-1.0,1.21

08:B6:1F:75:ED:80,2025:03:18 16:08:14:400,574.14,-39.33,-197.05,2.94,-1.23
08:D1:F9:DC:8F:80,2025:03:18 16:08:14:400,1310.3,1451.08,1211.33,-0.88,-0.61
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:14:500,-167.67,-48.88,-132.27,2.79,0.87
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:14:500,-9.64,19.51,-16.31,-2.27,0.36
08:B6:1F:75:ED:80,2025:03:18 16:08:14:500,322.41,245.15,468.5,-0.48,-0.55
08:D1:F9:DC:8F:80,2025:03:18 16:08:14:500,129.94,-31.32,86.53,0.35,-0.95
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:14:600,-171.35,-594.4,-594.86,2.36,0.2
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:14:600,-73.97,44.29,-39.19,-2.3,0.9
08:B6:1F:75:ED:80,2025:03:18 16:08:14:600,-14.65,48.68,-5.17,1.46,-0.29
08:D1:F9:DC:8F:80,2025:03:18 16:08:14:600,712.65,252.91,-136.88,-2.07,-1.19
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:14:700,-1629.54,-354.25,-428.26,2.45,1.24
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:14:700,130.41,-39.66,-46.05,-0.71,1.13
08:B6:1F:75:ED:80,2025:03:18 16:08:14:700,-61.61,-121.99,163.24,0.64,0.29
08:D1:F9:DC:8F:80,2025:03:18 16:08:14:700,-359.98,12.17,210.4,3.08,-1.04
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:14:800,-136.88,198.63,601.79,-0.32,0.21
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:14:800,105.65,-99.87,2.04,-1.59,0.81
08:B6:1F:75:ED:80,2025:03:18 16:08:14:800,865.35,-475.5,500.72,0.76,-0.9
08:D1:F9:DC:8F:80,2025:03:18 16:08:14:800,452.09,-37.65,91.43,0.39,-1.36
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:14:900,-199.03,12.5,15.67,-0.67,1.47
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:14:900,-121.9,268.23,-86.2,-1.88,0.41
08:B6:1F:75:ED:80,2025:03:18 16:08:14:900,-20.93,-20.04,43.25,0.43,0.41
08:D1:F9:DC:8F:80,2025:03:18 16:08:14:900,16.43,-1.69,-1.09,2.14,-1.45
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:15:000,-2480.18,-1575.64,-1518.82,2.34,0.85
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:15:000,-260.0,451.11,-367.43,-2.25,0.42
08:B6:1F:75:ED:80,2025:03:18 16:08:15:000,181.51,163.26,-49.77,1.27,0.82
08:D1:F9:DC:8F:80,2025:03:18 16:08:15:000,13.24,-3.75,2.41,1.0,-1.25
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:15:100,-485.95,-795.9,-1180.34,2.55,0.33
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:15:100,-299.24,240.38,-304.5,-2.47,0.66
08:B6:1F:75:ED:80,2025:03:18 16:08:15:100,7064.59,-5870.9,-1884.07,1.88,-0.85
08:D1:F9:DC:8F:80,2025:03:18 16:08:15:100,464.4,-369.73,25.72,1.5,-0.9
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:15:200,-190.61,43.45,251.34,2.97,-0.64
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:15:200,536.8,246.93,601.22,2.75,0.69
08:B6:1F:75:ED:80,2025:03:18 16:08:15:200,1055.22,-517.56,3921.11,0.13,-0.26
08:D1:F9:DC:8F:80,2025:03:18 16:08:15:200,1741.04,1050.32,1009.36,-0.81,-0.87
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:15:300,-893.1,-191.6,-576.36,2.82,0.97
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:15:300,-2.78,-115.89,-13.61,-1.45,-0.02
08:B6:1F:75:ED:80,2025:03:18 16:08:15:300,4.3,-1.29,8.81,-3.0,0.45
08:D1:F9:DC:8F:80,2025:03:18 16:08:15:300,879.13,432.91,371.51,-0.86,-1.0
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:15:400,-805.09,-62.37,387.43,0.16,1.12
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:15:400,-361.77,109.5,-246.99,-2.72,0.93
08:B6:1F:75:ED:80,2025:03:18 16:08:15:400,2214.61,-2018.98,740.97,1.22,-0.8
08:D1:F9:DC:8F:80,2025:03:18 16:08:15:400,293.15,-139.69,177.78,0.67,-0.91
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:15:500,477.83,-18.74,314.54,-3.08,0.99
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:15:500,16.4,-2.84,12.43,-2.92,0.91
08:B6:1F:75:ED:80,2025:03:18 16:08:15:500,-221.89,-567.71,1744.0,0.31,0.12
08:D1:F9:DC:8F:80,2025:03:18 16:08:15:500,1102.8,421.03,295.87,-0.96,-1.13
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:15:600,191.3,-31.28,-6.74,-1.36,1.41
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:15:600,68.65,-85.25,-4.43,-1.52,0.68
08:B6:1F:75:ED:80,2025:03:18 16:08:15:600,420.76,-210.56,-299.73,2.53,-0.85
08:D1:F9:DC:8F:80,2025:03:18 16:08:15:600,-276.93,-107.52,-14.67,1.71,1.2
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:15:700,-224.97,-6.65,25.86,0.25,1.45
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:15:700,-174.35,55.61,-31.8,-2.09,1.22
08:B6:1F:75:ED:80,2025:03:18 16:08:15:700,910.8,40.64,-299.19,-3.01,-1.25
08:D1:F9:DC:8F:80,2025:03:18 16:08:15:700,169.18,-195.7,84.27,1.16,-0.67
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:15:800,-468.58,-93.5,-269.18,2.81,1.02
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:15:800,-351.49,-22.56,48.79,0.43,1.42
08:B6:1F:75:ED:80,2025:03:18 16:08:15:800,295.92,-530.41,1308.9,0.39,-0.21
08:D1:F9:DC:8F:80,2025:03:18 16:08:15:800,1370.56,-773.79,559.86,0.94,-0.96
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:15:900,140.93,-44.3,70.96,-2.58,1.04
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:15:900,21.32,-0.78,-0.04,-1.52,1.53
08:B6:1F:75:ED:80,2025:03:18 16:08:15:900,314.77,-232.16,1467.72,0.16,-0.21
08:D1:F9:DC:8F:80,2025:03:18 16:08:15:900,-386.51,1892.17,-317.02,-1.74,0.2
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:16:000,186.91,-3.2,-64.03,-0.05,1.24
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:16:000,229.48,-103.94,14.17,-1.71,1.14
08:B6:1F:75:ED:80,2025:03:18 16:08:16:000,-11.53,1.76,-1.19,0.98,-1.39
08:D1:F9:DC:8F:80,2025:03:18 16:08:16:000,800.4,-72.84,83.12,0.72,-1.43
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:16:100,56.56,5.49,-19.28,0.28,1.23
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:16:100,113.74,-70.37,30.02,-1.97,0.98
08:B6:1F:75:ED:80,2025:03:18 16:08:16:100,-50.53,26.07,66.09,2.77,-0.62
08:D1:F9:DC:8F:80,2025:03:18 16:08:16:100,0.59,-0.23,0.46,0.47,-0.85
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:16:200,59.4,7.78,1.02,1.7,1.44
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:16:200,-107.48,17.65,10.16,-1.05,1.38
08:B6:1F:75:ED:80,2025:03:18 16:08:16:200,220.16,124.23,340.82,-0.35,-0.55
08:D1:F9:DC:8F:80,2025:03:18 16:08:16:200,-318.6,280.4,-189.25,0.98,-0.76
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:16:300,-323.39,-28.98,-22.59,2.23,1.46
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:16:300,-444.86,-31.87,140.85,0.22,1.26
08:B6:1F:75:ED:80,2025:03:18 16:08:16:300,361.03,-46.94,133.57,0.34,-1.2
08:D1:F9:DC:8F:80,2025:03:18 16:08:16:300,303.22,51.91,27.37,-1.09,-1.38

CC:7B:5C:AF:BD:F4,2025:03:18 16:08:25:100,-12.34,0.46,1.64,-0.27,1.43
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:25:100,30.88,-5.59,2.08,-1.93,1.38
08:B6:1F:75:ED:80,2025:03:18 16:08:25:100,3.16,-0.9,0.5,1.06,-1.26
08:D1:F9:DC:8F:80,2025:03:18 16:08:25:100,-12.56,1.21,-1.87,0.58,-1.39
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:25:200,31.96,-1.1,-3.35,-0.32,1.46
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:25:200,80.88,-14.69,0.54,-1.61,1.39
08:B6:1F:75:ED:80,2025:03:18 16:08:25:200,-4.26,0.97,-0.89,0.83,-1.27
08:D1:F9:DC:8F:80,2025:03:18 16:08:25:200,8.28,-0.68,1.46,0.44,-1.38
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:25:300,-31.93,1.51,5.76,-0.26,1.39
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:25:300,-9.3,1.59,0.05,-1.54,1.4
08:B6:1F:75:ED:80,2025:03:18 16:08:25:300,-15.09,4.44,-3.45,0.91,-1.21
08:D1:F9:DC:8F:80,2025:03:18 16:08:25:300,3.08,-0.46,0.51,0.73,-1.35
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:25:400,-4.74,0.28,0.71,-0.37,1.41
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:25:400,-29.41,5.61,-1.11,-1.77,1.38
08:B6:1F:75:ED:80,2025:03:18 16:08:25:400,-8.25,2.56,-1.7,0.99,-1.21
08:D1:F9:DC:8F:80,2025:03:18 16:08:25:400,-0.85,0.14,-0.14,0.78,-1.34
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:25:500,7.23,-0.24,-0.48,-0.46,1.5
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:25:500,-11.3,1.35,0.25,-1.39,1.45
08:B6:1F:75:ED:80,2025:03:18 16:08:25:500,1.25,-0.43,0.28,1.0,-1.18
08:D1:F9:DC:8F:80,2025:03:18 16:08:25:500,-10.75,2.08,-1.58,0.92,-1.33
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:25:600,-7.57,0.4,0.69,-0.52,1.47
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:25:600,-35.57,4.43,1.52,-1.24,1.44
08:B6:1F:75:ED:80,2025:03:18 16:08:25:600,13.79,-4.96,3.13,1.01,-1.17
08:D1:F9:DC:8F:80,2025:03:18 16:08:25:600,-18.18,2.77,-2.94,0.76,-1.35
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:25:700,-44.77,1.43,6.14,-0.23,1.43
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:25:700,-2.0,0.36,0.03,-1.49,1.39
08:B6:1F:75:ED:80,2025:03:18 16:08:25:700,224.39,-70.16,126.41,0.51,-1.0
08:D1:F9:DC:8F:80,2025:03:18 16:08:25:700,-3.06,0.59,-0.49,0.88,-1.33
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:25:800,-40.56,2.23,11.55,-0.19,1.29
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:25:800,12.36,-2.86,1.62,-2.09,1.31
08:B6:1F:75:ED:80,2025:03:18 16:08:25:800,32.69,-15.84,24.58,0.57,-0.84
08:D1:F9:DC:8F:80,2025:03:18 16:08:25:800,-7.16,1.32,-1.43,0.74,-1.31
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:25:900,-45.14,0.45,12.1,-0.04,1.31
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:25:900,-5.81,1.38,-0.71,-2.04,1.31
08:B6:1F:75:ED:80,2025:03:18 16:08:25:900,-226.88,96.82,-97.9,0.78,-1.03
08:D1:F9:DC:8F:80,2025:03:18 16:08:25:900,-1.99,0.3,-0.37,0.68,-1.34
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:26:000,-3.43,-0.12,0.83,0.15,1.33
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:26:000,7.26,-1.81,0.34,-1.76,1.32
08:B6:1F:75:ED:80,2025:03:18 16:08:26:000,-156.27,50.23,-48.99,0.8,-1.15
08:D1:F9:DC:8F:80,2025:03:18 16:08:26:000,-18.72,2.05,-2.6,0.67,-1.4
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:26:100,6.48,-0.2,-1.28,-0.15,1.37
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:26:100,13.31,-2.64,1.71,-2.15,1.34
08:B6:1F:75:ED:80,2025:03:18 16:08:26:100,33.89,-9.25,9.22,0.79,-1.2
08:D1:F9:DC:8F:80,2025:03:18 16:08:26:100,-14.93,1.94,-1.63,0.87,-1.4
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:26:200,-38.97,2.83,3.21,-0.72,1.46
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:26:200,-93.54,12.08,-4.83,-1.95,1.43
08:B6:1F:75:ED:80,2025:03:18 16:08:26:200,21.08,-7.37,4.54,1.02,-1.18
08:D1:F9:DC:8F:80,2025:03:18 16:08:26:200,15.11,-1.57,0.58,1.22,-1.46
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:26:300,-46.35,4.9,1.87,-1.21,1.46
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:26:300,-100.94,8.47,5.43,-1.0,1.47
08:B6:1F:75:ED:80,2025:03:18 16:08:26:300,75.13,-47.27,40.86,0.86,-0.88
08:D1:F9:DC:8F:80,2025:03:18 16:08:26:300,-14.81,-0.17,-0.24,-0.6,-1.55
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:26:400,-188.67,20.79,-13.91,-2.16,1.44
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:26:400,-285.88,-9.85,80.4,0.12,1.29
08:B6:1F:75:ED:80,2025:03:18 16:08:26:400,-44.28,49.16,-19.0,1.2,-0.7
08:D1:F9:DC:8F:80,2025:03:18 16:08:26:400,41.51,2.0,1.12,-1.06,-1.52
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:26:500,6.17,-0.69,1.0,-2.54,1.38
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:26:500,8.09,-0.02,-2.8,-0.01,1.24
08:B6:1F:75:ED:80,2025:03:18 16:08:26:500,-35.46,27.78,-13.2,1.13,-0.86
08:D1:F9:DC:8F:80,2025:03:18 16:08:26:500,127.91,84.3,7.05,-1.49,-0.99
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:26:600,-74.22,3.27,-30.13,-3.03,1.18
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:26:600,-27.65,-6.18,13.48,0.43,1.08
08:B6:1F:75:ED:80,2025:03:18 16:08:26:600,-35.89,23.05,-1.52,1.51,-1.0
08:D1:F9:DC:8F:80,2025:03:18 16:08:26:600,249.38,-14.78,44.73,0.32,-1.38
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:26:700,0.8,-0.12,0.23,-2.65,1.26
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:26:700,54.26,6.53,-16.33,0.38,1.26
08:B6:1F:75:ED:80,2025:03:18 16:08:26:700,-2.94,1.68,-0.31,1.39,-1.05
08:D1:F9:DC:8F:80,2025:03:18 16:08:26:700,-13.96,-3.17,-0.33,-1.47,-1.35
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:26:800,-11.38,0.89,-4.27,-2.94,1.2
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:26:800,-1.29,-0.14,0.22,0.55,1.37
08:B6:1F:75:ED:80,2025:03:18 16:08:26:800,5.76,-2.66,0.28,1.47,-1.14
08:D1:F9:DC:8F:80,2025:03:18 16:08:26:800,72.62,39.68,-34.66,-2.29,-0.94
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:26:900,35.49,-1.67,11.61,-3.0,1.25
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:26:900,17.05,0.23,-2.15,0.11,1.44
08:B6:1F:75:ED:80,2025:03:18 16:08:26:900,5.52,-2.75,-0.17,1.63,-1.11
08:D1:F9:DC:8F:80,2025:03:18 16:08:26:900,194.94,143.81,9.76,-1.5,-0.93
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:27:000,-28.49,2.31,-1.42,-2.12,1.48

CC:7B:5C:AF:BD:F4,2025:03:18 16:08:33:400,-47.1,-1.38,-10.21,3.01,1.36
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:33:400,-115.48,-7.45,35.29,0.21,1.27
08:B6:1F:75:ED:80,2025:03:18 16:08:33:400,-7.14,2.4,-0.67,1.3,-1.23
08:D1:F9:DC:8F:80,2025:03:18 16:08:33:400,-16.48,2.46,-2.2,0.84,-1.37
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:33:500,-143.09,8.92,-9.42,-2.38,1.48
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:33:500,-70.28,6.87,18.22,-0.36,1.3
08:B6:1F:75:ED:80,2025:03:18 16:08:33:500,-0.89,0.35,-0.16,1.13,-1.17
08:D1:F9:DC:8F:80,2025:03:18 16:08:33:500,-8.5,1.54,-0.91,1.04,-1.36
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:33:600,24.39,-2.11,-1.86,-0.85,1.46
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:33:600,43.41,-4.95,-2.89,-1.04,1.44
08:B6:1F:75:ED:80,2025:03:18 16:08:33:600,-2.72,0.9,-0.49,1.07,-1.21
08:D1:F9:DC:8F:80,2025:03:18 16:08:33:600,-9.01,1.2,-1.02,0.86,-1.4
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:33:700,0.95,0.03,0.15,2.92,1.41
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:33:700,-72.32,-0.87,29.99,0.03,1.18
08:B6:1F:75:ED:80,2025:03:18 16:08:33:700,6.21,-2.27,0.83,1.22,-1.2
08:D1:F9:DC:8F:80,2025:03:18 16:08:33:700,-15.94,2.78,-1.82,0.99,-1.37
CC:7B:5C:AF:BD:F4,2025:03:18 16:08:33:800,-50.99,0.44,-2.23,-2.95,1.53
B0:B2:1C:8F:6B:C4,2025:03:18 16:08:33:800,-56.52,6.08,8.04,-0.65,1.39
08:B6:1F:75:ED:80,2025:03:18 16:08:33:800,102.22,-33.75,15.6,1.14,-1.22
