MAC,Timestamp,Lin_Acc_X,Lin_Acc_Y,Lin_Acc_Z,Roll,Pitch
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:17:400,-9.49,1.08,-8.34,-3.01,0.85
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:17:400,-34.13,5.93,8.65,-0.6,1.27
08:B6:1F:75:ED:80,2025:03:18 14:54:17:400,5.49,-0.68,0.35,1.1,-1.43
08:D1:F9:DC:8F:80,2025:03:18 14:54:17:400,-4.89,-2.47,-0.46,-1.39,-1.1
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:17:500,-10.53,1.1,-9.29,-3.02,0.84
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:17:500,-12.42,1.68,3.65,-0.43,1.26
08:B6:1F:75:ED:80,2025:03:18 14:54:17:500,9.94,-0.83,0.83,0.79,-1.45
08:D1:F9:DC:8F:80,2025:03:18 14:54:17:500,-5.4,-2.59,-0.42,-1.41,-1.12
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:17:600,-17.82,1.51,-15.68,-3.05,0.85
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:17:600,7.5,-0.85,-1.77,-0.45,1.32
08:B6:1F:75:ED:80,2025:03:18 14:54:17:600,-10.44,1.41,-0.6,1.17,-1.43
08:D1:F9:DC:8F:80,2025:03:18 14:54:17:600,6.77,3.43,0.94,-1.3,-1.09
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:17:700,2.15,-0.31,1.94,-2.98,0.83
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:17:700,-45.56,6.36,12.17,-0.48,1.28
08:B6:1F:75:ED:80,2025:03:18 14:54:17:700,-3.75,0.39,-0.16,1.18,-1.46
08:D1:F9:DC:8F:80,2025:03:18 14:54:17:700,18.26,7.21,2.66,-1.22,-1.17
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:17:800,-23.82,3.66,-19.77,-2.96,0.87
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:17:800,-45.93,4.12,15.34,-0.26,1.24
08:B6:1F:75:ED:80,2025:03:18 14:54:17:800,-13.04,1.97,-1.77,0.84,-1.37
08:D1:F9:DC:8F:80,2025:03:18 14:54:17:800,270.37,164.14,6.25,-1.53,-1.02
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:17:900,32.79,-7.45,31.21,-2.91,0.8
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:17:900,47.44,0.0,-23.05,0.0,1.12
08:B6:1F:75:ED:80,2025:03:18 14:54:17:900,10.13,0.02,0.16,-0.12,-1.55
08:D1:F9:DC:8F:80,2025:03:18 14:54:17:900,60.36,55.47,-24.85,-1.99,-0.78
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:18:000,2.96,-0.61,2.89,-2.93,0.79
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:18:000,31.11,0.97,-9.01,0.11,1.29
08:B6:1F:75:ED:80,2025:03:18 14:54:18:000,7.48,-0.82,0.63,0.92,-1.43
08:D1:F9:DC:8F:80,2025:03:18 14:54:18:000,-39.26,-34.3,15.91,-2.01,-0.8
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:18:100,-13.98,3.23,-15.94,-2.94,0.71
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:18:100,58.45,9.12,-19.91,0.43,1.21
08:B6:1F:75:ED:80,2025:03:18 14:54:18:100,-17.73,3.02,-2.16,0.95,-1.36
08:D1:F9:DC:8F:80,2025:03:18 14:54:18:100,208.41,23.18,23.7,-0.77,-1.41
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:18:200,-30.65,9.93,-35.5,-2.87,0.69
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:18:200,-65.8,-10.68,16.79,0.57,1.28
08:B6:1F:75:ED:80,2025:03:18 14:54:18:200,15.91,-3.33,3.31,0.79,-1.28
08:D1:F9:DC:8F:80,2025:03:18 14:54:18:200,276.66,-48.99,157.95,0.3,-1.03
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:18:300,-67.8,28.93,-101.86,-2.86,0.57
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:18:300,-18.77,-2.98,4.75,0.56,1.28
08:B6:1F:75:ED:80,2025:03:18 14:54:18:300,13.13,-2.21,1.39,1.01,-1.37
08:D1:F9:DC:8F:80,2025:03:18 14:54:18:300,354.93,4464.58,-1073.01,-1.81,-0.08
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:18:400,-614.35,109.06,-551.64,-2.95,0.83
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:18:400,-609.11,265.21,259.8,-0.8,1.02
08:B6:1F:75:ED:80,2025:03:18 14:54:18:400,923.22,223.83,-920.95,-2.9,-0.77
08:D1:F9:DC:8F:80,2025:03:18 14:54:18:400,180.39,1.57,45.49,-0.03,-1.32
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:18:500,-55.83,7.69,-29.11,-2.88,1.08
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:18:500,-545.31,279.33,592.71,-0.44,0.69
08:B6:1F:75:ED:80,2025:03:18 14:54:18:500,82.65,26.04,29.99,-0.72,-1.12
08:D1:F9:DC:8F:80,2025:03:18 14:54:18:500,1613.74,669.66,-426.73,-2.14,-1.11
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:18:600,-790.54,-119.06,209.54,-2.62,-1.27
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:18:600,489.3,530.34,236.76,1.99,0.7
08:B6:1F:75:ED:80,2025:03:18 14:54:18:600,-28.96,43.27,195.64,-0.22,0.14
08:D1:F9:DC:8F:80,2025:03:18 14:54:18:600,-446.95,633.49,-367.08,-2.1,0.55
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:18:700,721.64,-320.73,173.02,-2.07,1.1
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:18:700,-157.66,260.5,-67.05,1.32,-0.53
08:B6:1F:75:ED:80,2025:03:18 14:54:18:700,800.33,-5.86,2614.79,0.0,-0.3
08:D1:F9:DC:8F:80,2025:03:18 14:54:18:700,796.48,639.62,-139.6,-1.79,-0.88
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:18:800,-463.5,66.08,-707.18,-3.05,0.58
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:18:800,-1414.92,-450.53,466.36,0.77,1.14
08:B6:1F:75:ED:80,2025:03:18 14:54:18:800,-5.98,1.76,-0.83,1.13,-1.26
08:D1:F9:DC:8F:80,2025:03:18 14:54:18:800,763.66,-746.13,1095.01,0.6,-0.52
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:18:900,-334.13,20.84,-413.67,-3.09,0.68
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:18:900,-346.47,125.96,376.5,-0.32,0.72
08:B6:1F:75:ED:80,2025:03:18 14:54:18:900,138.22,-24.04,-9.86,1.96,-1.38
08:D1:F9:DC:8F:80,2025:03:18 14:54:18:900,33.34,1951.63,-851.97,-1.98,-0.02
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:19:000,94.12,-9.91,84.94,-3.03,0.83
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:19:000,-187.85,103.45,-30.62,-1.86,1.05
08:B6:1F:75:ED:80,2025:03:18 14:54:19:000,677.4,110.65,-532.81,-2.94,-0.89
08:D1:F9:DC:8F:80,2025:03:18 14:54:19:000,-24.78,-27.13,46.49,0.53,0.43
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:19:100,-795.43,93.38,-450.63,-2.94,1.05
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:19:100,-980.45,533.93,575.69,-0.75,0.9
08:B6:1F:75:ED:80,2025:03:18 14:54:19:100,65.8,24.4,-48.72,-2.68,-0.88
08:D1:F9:DC:8F:80,2025:03:18 14:54:19:100,851.5,257.72,87.79,-1.24,-1.26

CC:7B:5C:AF:BD:F4,2025:03:18 14:54:33:200,-10.44,0.79,-6.79,-3.03,0.99
08:B6:1F:75:ED:80,2025:03:18 14:54:33:200,-10.82,2.04,-2.42,0.7,-1.29
08:D1:F9:DC:8F:80,2025:03:18 14:54:33:200,-5.07,-1.79,-0.89,-1.11,-1.19
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:33:200,-14.88,4.14,4.67,-0.73,1.17
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:33:300,0.77,-0.06,0.47,-3.01,1.02
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:33:300,-1.64,0.45,0.52,-0.72,1.17
08:B6:1F:75:ED:80,2025:03:18 14:54:33:300,-10.53,1.89,-2.23,0.7,-1.3
08:D1:F9:DC:8F:80,2025:03:18 14:54:33:300,-8.91,-2.77,-1.66,-1.03,-1.22
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:33:400,-10.42,0.96,-6.48,-2.99,1.01
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:33:400,3.76,-1.04,-1.05,-0.78,1.2
08:B6:1F:75:ED:80,2025:03:18 14:54:33:400,-20.64,4.39,-4.5,0.77,-1.28
08:D1:F9:DC:8F:80,2025:03:18 14:54:33:400,-5.58,-1.75,-0.97,-1.07,-1.23
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:33:500,-5.45,0.56,-3.37,-2.98,1.01
08:B6:1F:75:ED:80,2025:03:18 14:54:33:500,-13.26,2.4,-2.88,0.7,-1.3
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:33:500,-6.68,1.73,1.81,-0.76,1.21
08:D1:F9:DC:8F:80,2025:03:18 14:54:33:500,-9.61,-3.03,-1.76,-1.05,-1.22
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:33:600,-0.02,0.0,-0.01,-2.99,0.99
08:B6:1F:75:ED:80,2025:03:18 14:54:33:600,-4.77,0.91,-1.06,0.71,-1.29
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:33:600,5.12,-1.12,-1.3,-0.71,1.25
08:D1:F9:DC:8F:80,2025:03:18 14:54:33:600,22.17,6.85,3.81,-1.06,-1.23
08:B6:1F:75:ED:80,2025:03:18 14:54:33:700,-3.41,0.56,-0.73,0.65,-1.31
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:33:700,28.24,-4.85,-10.52,-0.43,1.18
08:D1:F9:DC:8F:80,2025:03:18 14:54:33:700,315.66,90.05,17.07,-1.38,-1.29
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:33:800,26.8,3.43,-26.61,0.13,0.78
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:33:700,-40.7,3.72,-26.53,-3.0,0.99
08:B6:1F:75:ED:80,2025:03:18 14:54:33:800,34.57,-7.25,4.33,1.03,-1.33
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:33:800,-28.66,12.54,-38.32,-2.83,0.62
08:D1:F9:DC:8F:80,2025:03:18 14:54:33:800,41.31,206.79,-262.45,-2.47,-0.12
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:33:900,-170.04,46.8,-208.9,-2.92,0.67
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:33:900,-420.06,-81.31,162.31,0.46,1.16
08:B6:1F:75:ED:80,2025:03:18 14:54:33:900,27.12,-10.55,5.82,1.07,-1.15
08:D1:F9:DC:8F:80,2025:03:18 14:54:33:900,219.04,114.6,-62.58,-2.07,-1.03
08:B6:1F:75:ED:80,2025:03:18 14:54:34:000,25.55,-8.05,9.26,0.72,-1.12
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:34:000,-135.53,-12.35,21.68,0.52,1.39
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:34:000,-135.53,-12.35,21.68,0.52,1.39
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:34:000,19.53,-6.02,38.55,-2.99,0.46
08:D1:F9:DC:8F:80,2025:03:18 14:54:34:000,471.44,-200.41,674.59,0.29,-0.59
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:34:100,100.8,72.8,313.6,2.91,0.3
08:B6:1F:75:ED:80,2025:03:18 14:54:34:100,95.0,15.73,3.25,-1.37,-1.4
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:34:100,259.58,9.39,53.79,2.97,1.36
08:D1:F9:DC:8F:80,2025:03:18 14:54:34:100,31.06,-155.79,113.57,-2.2,0.16
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:34:200,-225.75,119.5,123.04,-0.77,0.92
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:34:200,-607.7,-58.03,-543.82,3.04,0.84
08:B6:1F:75:ED:80,2025:03:18 14:54:34:200,84.74,22.97,-109.06,-2.93,-0.65
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:34:200,-607.7,-58.03,-543.82,3.04,0.84
08:D1:F9:DC:8F:80,2025:03:18 14:54:34:200,137.52,6.57,14.35,-0.43,-1.46
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:34:300,-750.55,-89.32,-447.52,2.94,1.02
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:34:300,-480.35,339.83,911.77,-0.36,0.46
08:B6:1F:75:ED:80,2025:03:18 14:54:34:300,373.43,11.99,-28.62,-2.74,-1.49
08:D1:F9:DC:8F:80,2025:03:18 14:54:34:300,602.78,35.81,-38.45,-2.39,-1.48
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:34:400,-640.6,-197.27,10.17,-1.62,-1.27
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:34:400,295.73,674.63,365.04,2.07,0.37
08:B6:1F:75:ED:80,2025:03:18 14:54:34:400,-31.6,46.92,144.67,-0.31,0.2
08:D1:F9:DC:8F:80,2025:03:18 14:54:34:400,62.64,-56.49,79.11,-2.52,0.57
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:34:500,587.78,-69.15,474.62,-3.0,0.89
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:34:500,-157.0,206.88,-10.89,1.52,-0.65
08:B6:1F:75:ED:80,2025:03:18 14:54:34:500,-44.38,90.35,3819.35,-0.02,0.01
08:D1:F9:DC:8F:80,2025:03:18 14:54:34:500,-176.86,446.54,-455.71,-2.37,0.27
08:B6:1F:75:ED:80,2025:03:18 14:54:34:600,10.17,-302.9,-805.11,2.78,-0.01
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:34:600,-317.82,-106.99,216.54,0.46,0.92
08:D1:F9:DC:8F:80,2025:03:18 14:54:34:600,748.65,5.94,382.78,-0.02,-1.1
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:34:600,-60.09,29.77,-78.53,-2.78,0.62
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:34:700,-232.77,212.67,-593.79,-2.8,0.35
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:34:700,-1512.0,-52.14,477.83,0.11,1.26
08:B6:1F:75:ED:80,2025:03:18 14:54:34:700,-62.83,44.99,-18.01,1.19,-0.91
08:D1:F9:DC:8F:80,2025:03:18 14:54:34:700,608.67,132.91,629.33,-0.21,-0.76
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:34:800,4.93,-3.38,10.74,-2.84,0.41
08:B6:1F:75:ED:80,2025:03:18 14:54:34:800,897.43,75.26,128.14,-0.53,-1.41
08:D1:F9:DC:8F:80,2025:03:18 14:54:34:800,47.79,-53.04,-38.49,2.2,-0.63
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:34:900,-1344.78,652.49,271.37,-1.18,1.09
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:34:900,-1042.44,127.74,-948.68,-3.01,0.83
08:B6:1F:75:ED:80,2025:03:18 14:54:34:900,677.23,-240.61,-217.88,2.31,-1.12
08:D1:F9:DC:8F:80,2025:03:18 14:54:34:900,237.0,0.21,110.72,-0.0,-1.13
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:35:000,133.37,-8.71,75.67,-3.03,1.05
08:B6:1F:75:ED:80,2025:03:18 14:54:35:000,700.61,119.28,-360.06,-2.82,-1.07
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:35:000,-86.26,61.95,103.85,-0.54,0.62
08:D1:F9:DC:8F:80,2025:03:18 14:54:35:000,1567.05,1408.26,-821.66,-2.1,-0.77
CC:7B:5C:AF:BD:F4,2025:03:18 14:54:35:100,-479.2,-38.43,-499.54,-0.08,-0.76
08:B6:1F:75:ED:80,2025:03:18 14:54:35:100,333.59,-299.35,1149.34,0.25,-0.27
B0:B2:1C:8F:6B:C4,2025:03:18 14:54:35:100,-399.6,268.28,-333.24,0.68,-0.75

CC:7B:5C:AF:BD:F4,2025:03:18 14:55:22:000,31.97,-4.83,16.02,-2.85,1.09
B0:B2:1C:8F:6B:C4,2025:03:18 14:55:22:000,-46.33,6.47,15.24,-0.4,1.23
08:B6:1F:75:ED:80,2025:03:18 14:55:22:000,-11.52,2.39,-0.87,1.22,-1.35
08:D1:F9:DC:8F:80,2025:03:18 14:55:22:000,-12.87,-4.97,0.18,-1.61,-1.2
CC:7B:5C:AF:BD:F4,2025:03:18 14:55:22:100,10.64,-2.08,5.39,-2.77,1.07
B0:B2:1C:8F:6B:C4,2025:03:18 14:55:22:100,13.4,-1.66,-5.32,-0.3,1.18
08:B6:1F:75:ED:80,2025:03:18 14:55:22:100,3.8,-0.8,0.45,1.06,-1.33
08:D1:F9:DC:8F:80,2025:03:18 14:55:22:100,7.68,2.51,0.53,-1.36,-1.25
CC:7B:5C:AF:BD:F4,2025:03:18 14:55:22:200,-30.19,4.17,-17.93,-2.91,1.02
B0:B2:1C:8F:6B:C4,2025:03:18 14:55:22:200,-11.71,1.52,3.61,-0.4,1.25
08:B6:1F:75:ED:80,2025:03:18 14:55:22:200,-14.75,3.28,-1.43,1.16,-1.33
08:D1:F9:DC:8F:80,2025:03:18 14:55:22:200,40.82,15.05,0.5,-1.54,-1.22
CC:7B:5C:AF:BD:F4,2025:03:18 14:55:22:300,12.61,-2.71,6.18,-2.73,1.08
B0:B2:1C:8F:6B:C4,2025:03:18 14:55:22:300,-22.54,3.47,6.86,-0.47,1.24
